Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1974,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 548 DEL 6 DE ENERO DE 2018",11/01/2018,RESO1974.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1974.doc,2,Resoluciones
RESOLUCIÓN N° 1975,"REGISTRO EN LA LISTA ANDINA SATELITAL DEL SATÉLITE INTELSAT 37E (IS-37E), PERTENECIENTE A LA EMPRESA INTELSAT CORPORATION, EN LA POSICIÓN ORBITAL 342° LONGITUD ESTE",16/01/2018,RESO1975.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1975.doc,2,Resoluciones
RESOLUCIÓN N° 1978,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2018 Y HORARIO DE ATENCIÓN DE LA MESA DE PARTES Y AL PÚBLICO (VER FE DE ERRATAS DE LA RESOLUCIÓN 1978 EN LA GACETA 3426 DEL 07 DE NOVIEMBRE DE 2018),18/01/2018,RESO1978.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1978.doc,3,Resoluciones
RESOLUCIÓN N° 1977,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL,18/01/2018,RESO1977.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1977.doc,2,Resoluciones
RESOLUCIÓN N° 1976,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL,18/01/2018,RESO1976.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1976.doc,1,Resoluciones
RESOLUCIÓN N° 1979,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 549 DEL 23 DE ENERO DE 2018",23/01/2018,RESO1979.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1979.doc,2,Resoluciones
RESOLUCIÓN N° 1980,"REGISTRO EN LA LISTA ANDINA SATELITAL DEL SATÉLITE SES-14, PERTENECIENTE A LA EMPRESA NEW SKIES SATELLITES B.V., EN LA POSICIÓN ORBITAL 47,5° LONGITUD OESTE",25/01/2018,RESO1980.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1980.doc,3,Resoluciones
RESOLUCIÓN N° 1981,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 550 DEL 7 DE FEBRERO DE 2018",8/02/2018,RESO1981.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1981.docx,2,Resoluciones
RESOLUCIÓN N° 1983,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL,19/02/2018,RESO1983.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1983.doc,2,Resoluciones
RESOLUCIÓN N° 1984,PROGRAMA ANDINO TRIENAL DE FORMACIÓN Y CAPACITACIÓN EN ESTADÍSTICA DE LA COMUNIDAD ANDINA (PAT) 2018-2020,20/02/2018,RESO1984.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1984.doc,7,Resoluciones
RESOLUCIÓN N° 1985,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 551 DEL 20 DE FEBRERO DE 2018",21/02/2018,RESO1985.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1985.doc,2,Resoluciones
RESOLUCIÓN N° 1986,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL,27/02/2018,RESO1986.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1986.doc,1,Resoluciones
RESOLUCIÓN N° 1987,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 552 DEL 5 DE MARZO DE 2018",8/03/2018,RESO1987.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1987.doc,2,Resoluciones
RESOLUCIÓN N° 1989,"MODIFICACIÓN DEL MANUAL TÉCNICO PARA LA APLICACIÓN DEL PLAN ANDINO DE CONTINGENCIA CONTRA LA ENFERMEDAD DE LA NECROSIS HEPATOPANCREÁTICA AGUDA, DEL CAMARÓN DE CULTIVO",19/03/2018,RESO1989.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1989.doc,2,Resoluciones
RESOLUCIÓN N° 1988,"REGISTRO EN LA LISTA ANDINA SATELITAL DEL SATÉLITE I3F5, PERTENECIENTE A LA EMPRESA INMARSAT, EN LA POSICIÓN ORBITAL 54° LONGITUD OESTE",19/03/2018,RESO1988.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1988.doc,3,Resoluciones
RESOLUCIÓN N° 1990,"POR LA QUE SE DECLARA IMPROCEDENTE LA SOLICITUD DE INSCRIPCIÓN EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA COMUNIDAD ANDINA, DE LA RESOLUCIÓN 0056 DE AGROCALIDAD",21/03/2018,RESO1990.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1990.doc,2,Resoluciones
RESOLUCIÓN N° 1992,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL,23/03/2018,RESO1992.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1992.docx,1,Resoluciones
RESOLUCIÓN N° 1991,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE ABRIL DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 553 DEL 21 DE MARZO DE 2018",23/03/2018,RESO1991.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1991.doc,2,Resoluciones
RESOLUCIÓN N° 1993,"ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL

",3/04/2018,RESO1993.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1993.doc,1,Resoluciones
RESOLUCIÓN N° 1994,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ABRIL DE 2018, CORRESPONDIENTES A LA CIRCULAR N° 554 DEL 06 DE ABRIL DE 2018",6/04/2018,RESO1994.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1994.doc,2,Resoluciones
RESOLUCIÓN N° 1996,"MODIFICACIÓN DEL ARTÍCULO 1 DE LA RESOLUCIÓN 1978, QUE APRUEBA CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2018",12/04/2018,RESO1996.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1996.doc,2,Resoluciones
RESOLUCIÓN N° 1995,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL,12/04/2018,RESO1995.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1995.doc,1,Resoluciones
