Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 314,SOLICITUD DE RECONSIDERACIÓN DE LA RESOLUCIÓN 310,24/01/1992,RES314.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES314.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 313,SOLICITUD DE RECONSIDERACIÓN DE LA RESOLUCIÓN 303,24/01/1992,RES313.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES313.doc,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 315,"RETIROS DE LA NÓMINA DE PRODUCTOS RESPECTO DE LOS CUALES NO EXISTE PRODUCCIÓN EN LA SUBREGIÓN, PARA LOS EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO",10/02/1992,RES315.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES315.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 312,PRÓRROGA DEL MANDATO DE MIEMBRO DE LA JUNTA,11/02/1992,DEC312.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC312.doc,1,Decisiones
DECISIÓN N° 313,RÉGIMEN COMÚN SOBRE PROPIEDAD INDUSTRIAL,14/02/1992,DEC313.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC313.doc,25,Decisiones
DECISIÓN N° 317,PRESUPUESTO DEL TRIBUNAL DE JUSTICIA DEL ACUERDO DE CARTAGENA PARA EL AÑO 1992,18/02/1992,DEC317.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC317.doc,4,Decisiones
DECISIÓN N° 316,PRESUPUESTO DE LA JUNTA PARA EL AÑO 1992,18/02/1992,DEC316.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC316.doc,5,Decisiones
DECISIÓN N° 315,DESIGNACIÓN DE MIEMBRO DE LA JUNTA,18/02/1992,DEC315.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC315.doc,1,Decisiones
DECISIÓN N° 314,LIBERTAD DE ACCESO A LAS CARGAS TRANSPORTADAS POR VÍA MARÍTIMA Y POLÍTICAS PARA EL DESARROLLO DE LA MARINA MERCANTE DEL GRUPO ANDINO,18/02/1992,DEC314.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC314.doc,7,Decisiones
RESOLUCIÓN N° 316,SUSPENSIÓN DE LA INVESTIGACIÓN RELATIVA A LA APLICACIÓN DE DERECHOS ANTIDUMPING A LA IMPORTACIÓN DE PRODUCTOS SIDERÚRGICOS,24/02/1992,RES316.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES316.doc,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 317,SOLICITUD DEL GOBIERNO DEL ECUADOR PARA LA APLICACIÓN DE LA DECISIÓN 283 A LA IMPORTACIÓN DE CIERRES DE CREMALLERA PROCEDENTES DE COLOMBIA,31/03/1992,RES317.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES317.doc,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 318,"SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO A SUSPENSIÓN TRANSITORIA ARANCEL EXTERNO MÍNIMO COMÚN DE SUBPARTIDAS NANDINA 0201.30.00 Y 0202.30.00 CARNE DESHUESADA DE LA ESPECIE BOVINA, FRESCA, REFRIGERADA O CONGELADA; Y, 1005.90.00 MAÍZ AMARILLO",23/04/1992,RES318.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES318.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 319,SOLICITUD DEL GOBIERNO DE COLOMBIA DE AMPLIACIÓN DE LA RESOLUCIÓN 305 REFERIDA A LA SUSPENSIÓN DEL ARANCEL EXTERNO COMÚN DE LA PARTIDA NANDINA 2903.21.00 CLORURO DE VINILO (CLOROETILENO),19/05/1992,RES319.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES319.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 320,MÚLTIPLE DESIGNACIÓN EN EL TRANSPORTE AÉREO DE LA SUBREGIÓN ANDINA,19/06/1992,DEC320.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC320.doc,2,Decisiones
DECISIÓN N° 319,SUSCRIPCIÓN DE UN ACUERDO MARCO ENTRE EL GRUPO ANDINO Y MÉXICO,19/06/1992,DEC319.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC319.doc,1,Decisiones
DECISIÓN N° 318,DESIGNACIÓN DE MIEMBRO DE LA JUNTA,19/06/1992,DEC318.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC318.doc,1,Decisiones
RESOLUCIÓN N° 323,"INCLUSIÓN DE PRODUCTOS EN LA NÓMINA DE PRODUCTOS NO PRODUCIDOS PARA EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO, ARTÍCULO 11 DE LA DECISIÓN 299 Y ARTÍCULO 14 DE LA DECISIÓN 300",19/08/1992,RES323.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES323.pdf,6,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 322,INCLUSIÓN DE PRODUCTOS EN LA NÓMINA DE PRODUCTOS NO PRODUCIDOS PARA EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO,19/08/1992,RES322.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES322.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 321,EXCLUSIÓN DE PRODUCTOS DE LA NÓMINA DE PRODUCTOS NO PRODUCIDOS PARA EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO,19/08/1992,RES321.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES321.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 320,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSIÓN TEMPORAL DEL ARANCEL EXTERNO COMÚN PARA LOS PRODUCTOS CICLOHEXANOL (2906.12.00) Y CICLOHEXANONA (2914.22.10),19/08/1992,RES320.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES320.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 325,REESTRUCTURACIÓN DE LA JUNTA DEL ACUERDO DE CARTAGENA,27/08/1992,DEC325.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC325.doc,1,Decisiones
DECISIÓN N° 324,"ARANCEL EXTERNO COMÚN, PROGRAMA DE LIBERACIÓN E INCENTIVOS A LAS EXPORTACIONES INTRASUBREGIONALES",27/08/1992,DEC324.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC324.doc,3,Decisiones
DECISIÓN N° 323,COMISIÓN DE ALTO NIVEL SOBRE COMPETENCIA,27/08/1992,DEC323.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC323.doc,1,Decisiones
DECISIÓN N° 322,"RELACIONES COMERCIALES CON PAÍSES DE ALADI, CENTROAMÉRICA Y EL CARIBE",27/08/1992,DEC322.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC322.doc,2,Decisiones
DECISIÓN N° 321,SUSPENSIÓN TEMPORAL DEL PERÚ,27/08/1992,DEC321.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC321.doc,1,Decisiones
