Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
DECISIÓN N° 135,PROGRAMA ANDINO DE LA ROYA DEL CAFETO,26/01/1979,DEC135.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC135.doc,3,Decisiones
DECISIÓN N° 134,PROGRAMA DE LIBERACIÓN DEL ÍTEM NANBANDINA 85.04.01.01 (ACUMULADORES DE PLOMO DE MENOS DE 500 AMPERIOS-HORA),26/01/1979,DEC134.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC134.doc,1,Decisiones
DECISIÓN N° 133,PRESUPUESTO DE LA JUNTA PARA EL AÑO 1979,26/01/1979,DEC133.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC133.doc,2,Decisiones
DECISIÓN N° 132,NORMA COMPLEMENTARIA A LA DECISIÓN 120 SOBRE VEHÍCULOS DERIVADOS CON CAJA ABIERTA DE LAS CATEGORÍAS A3 Y A4,26/01/1979,DEC132.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC132.doc,1,Decisiones
DECISIÓN N° 131,REGLAMENTO DE INTERCAMBIO COMPENSADO ESTABLECIDO EN EL PROGRAMA SECTORIAL DE DESARROLLO DE LA INDUSTRIA AUTOMOTRIZ,26/01/1979,DEC131.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC131.doc,8,Decisiones
RESOLUCIÓN N° 131,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA LA IMPORTACION DE CEBADA CERVECERA Y SOSA CAUSTICA,22/02/1979,RES131.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES131.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 132,APLICACION DEL ARTICULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DE BOLIVIA,22/03/1979,RES132.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES132.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 137,PRODUCTOS EXCLUIDOS DE LA NÓMINA DE RESERVA PARA PROGRAMACIÓN,2/04/1979,DEC137.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC137.doc,6,Decisiones
RESOLUCIÓN N° 133,SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA PROTOXIDO DE PLOMO,4/04/1979,RES133.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES133.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 136,PRÓRROGA DEL MANDATO DE LOS MIEMBROS ACTUALES DE LA JUNTA DEL ACUERDO DE CARTAGENA,6/04/1979,DEC136.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC136.doc,1,Decisiones
DECISIÓN N° 138,DESIGNACIÓN DE LOS MIEMBROS ACTUALES DE LA JUNTA DEL ACUERDO DE CARTAGENA,10/05/1979,DEC138.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC138.doc,1,Decisiones
RESOLUCIÓN N° 134,AMPLIACION DE LOS PLAZOS ESTABLECIDOS EN LA DECISION 57 PARA INICIO DE PRODUCCION DE UNIDADES ASIGNADAS A BOLIVIA,17/05/1979,RES134.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES134.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 143,PRÓRROGA DEL TÉRMINO DEL PERÍODO DE RESERVA PARA LA PROGRAMACIÓN INDUSTRIAL,29/05/1979,DEC143.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC143.doc,1,Decisiones
DECISIÓN N° 142,EJECUCIÓN DEL PROGRAMA SECTORIAL DE DESARROLLO DE LA INDUSTRIA AUTOMOTRIZ,29/05/1979,DEC142.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC142.doc,1,Decisiones
DECISIÓN N° 141,MEDIDAS COLECTIVAS DE APOYO A BOLIVIA (ARTÍCULO 4 DEL ACUERDO DE CARTAGENA),29/05/1979,DEC141.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC141.doc,1,Decisiones
DECISIÓN N° 140,PROGRAMAS INTERSECTORIALES DE DESARROLLO INDUSTRIAL,29/05/1979,DEC140.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC140.doc,1,Decisiones
DECISIÓN N° 139,PROYECTOS INTEGRALES DE DESARROLLO,29/05/1979,DEC139.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC139.doc,2,Decisiones
RESOLUCIÓN N° 135,"RETIRO DE PRODUCTOS DE LA NOMINA DE PRODUCTOS RESPECTO DE LOS CUALES NO EXISTE PRODUCCION EN LA SUBREGION, PARA LOS EFECTOS DE LA APLICACION DEL ARTICULO 65 DEL ACUERDO",29/05/1979,RES135.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES135.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 136,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA VARIOS PRODUCTOS,27/06/1979,RES136.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES136.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 137,SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA TALADRADORAS Y LIJADORAS,10/07/1979,RES137.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES137.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 138,"SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA PASTAS QUIMICAS DE MADERA A LA SODA Y AL SULFATO, SIN BLANQUEAR, DE CONIFERAS",11/07/1979,RES138.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES138.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 146,REESTRUCTURACIÓN DEL PROGRAMA DE LA INDUSTRIA METALMECÁNICA E INCORPORACIÓN DE VENEZUELA AL MISMO,23/07/1979,DEC146.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC146.doc,13,Decisiones
DECISIÓN N° 145,"ACTUALIZACIÓN DE LA NABANDINA Y EXPRESIÓN DEL PROGRAMA DE LIBERACIÓN DE COLOMBIA, PERÚ Y VENEZUELA PARA EL PERÍODO 1979-1983",23/07/1979,DEC145.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC145.doc,3,Decisiones
DECISIÓN N° 144,"INCORPORACIÓN DEL IFU A LA ""NÓMINA DE ENTIDADES CON OPCIÓN AL TRATAMIENTO DE CAPITAL NEUTRO PARA SUS INVERSIONES""",23/07/1979,DEC144.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC144.doc,2,Decisiones
RESOLUCIÓN N° 139,"AMPLIACION DEL PLAZO QUE SUSPENDE LA OBLIGACION DE INCORPORAR MOTOCOMPRESORES HERMETICOS DE PRODUCCION SUBREGIONAL, EN LOS REFRIGERADORES ELECTRICOS DE USO DOMESTICO",31/08/1979,RES139.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES139.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 149,MODIFICACIONES AL PROGRAMA SECTORIAL DE LA INDUSTRIA AUTOMOTRIZ,7/09/1979,DEC149.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC149.doc,1,Decisiones
DECISIÓN N° 148,REGLAMENTO DEL INSTRUMENTO ANDINO DE SEGURIDAD SOCIAL,7/09/1979,DEC148.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC148.doc,10,Decisiones
DECISIÓN N° 147,CODIFICACIÓN DEL ACUERDO DE CARTAGENA,7/09/1979,DEC147.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC147.doc,1,Decisiones
RESOLUCIÓN N° 140,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA VARIOS PRODUCTOS,20/09/1979,RES140.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES140.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 141,VERIFICACION DE PRODUCCIONES DE PRODUCTOS COMPRENDIDOS EN EL PROGRAMA SECTORIAL DE DESARROLLO INDUSTRIAL DEL SECTOR METALMECANICO,21/10/1979,RES141.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES141.pdf,23,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 142,SUSTITUCIÓN DE LOS REQUISITOS ESPECÍFICOS DE ORIGEN PARA VELOCÍPEDOS SIN MOTOR (INCLUIDOS LOS TRICICLOS DE REPARTO Y SIMILARES). POSICIÓN NABANDINA 87.10,6/11/1979,RES142.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES142.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
