Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1897,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2017, CORRESPONDIENTES A LA CIRCULAR N° 524 DEL 09 DE ENERO DE 2017
",9/01/2017,RESO1897.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1897.docx,2,Resoluciones
DICTAMEN N° 001-2017,"RECLAMO INTERPUESTO POR CARACOL TELEVISIÓN S.A. Y RCN TELEVISIÓN S.A., POR PRESUNTO INCUMPLIMIENTO POR PARTE DEL GOBIERNO DE COLOMBIA DEL ARTÍCULO 4 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA Y LOS ARTÍCULOS 7, 8 Y 10 DE LA DECISIÓN 439, POR NEGÁRSELES A NEGOCIAR LIBREMENTE LAS CONDICIONES DE RETRANSMISIÓN DE SU SEÑAL CON LOS SISTEMAS DE TELEVISIÓN POR SUSCRIPCIÓN.
",16/01/2017,DICTAMENNº01_2017.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICTAMENNº01_2017.docx,15,Dictámenes
RESOLUCIÓN N° 1898,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2017, CORRESPONDIENTES A LA CIRCULAR N° 525 DEL 20 DE ENERO DE 2017.",24/01/2017,RESO1898.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1898.docx,2,Resoluciones
RESOLUCIÓN N° 1899,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2017 Y HORARIO DE ATENCIÓN DE LA MESA DE PARTES Y AL PÚBLICO.,26/01/2017,RESO1899.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1899.docx,3,Resoluciones
RESOLUCIÓN N° 1900,POR LA CUAL SE DISPONE LA RENOVACIÓN DEL CONTRATO DEL FUNCIONARIO CÉSAR AUGUSTO MONTAÑO HUERTA EN SU CALIDAD DE DIRECTOR GENERAL,31/01/2017,RESO1900.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1900.docx,2,Resoluciones
RESOLUCIÓN N° 1901,"REGISTRO EN LA LISTA ANDINA SATELITAL DEL SATÉLITE AMAZONAS 5, PERTENECIENTE A LA EMPRESA HISPASAT S.A. Y SU SUBSIDIARIA HISPAMAR SATÉLITES S.A., EN LA POSICIÓN ORBITAL 61° LONGITUD OESTE",3/02/2017,RESO1901.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1901.docx,3,Resoluciones
RESOLUCIÓN N° 1902,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2017, CORRESPONDIENTES A LA CIRCULAR N° 526 DEL 06 DE FEBRERO DE 2017.",6/02/2017,RESO1902.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1902.docx,2,Resoluciones
RESOLUCIÓN N° 1903,RESUELVE SOLICITUD DE MEDIDA CAUTELAR REFERIDA A LA SUSPENSIÓN DE LOS EFECTOS DE LA RESOLUCIÓN 1883 DE LA SECRETARÍA GENERAL.,7/02/2017,RESO1903.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1903.docx,6,Resoluciones
RESOLUCIÓN N° 1982,"POR LA CUAL SE INSCRIBE EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA COMUNIDAD ANDINA, LA RESOLUCIÓN DIRECTORAL N°0032-2017-MINAGRI-SENASA-DSV DEL SERVICIO NACIONAL DE SANIDAD AGRARIA DEL PERÚ (SENASA)",8/02/2017,RESO1982.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1982.doc,5,Resoluciones
RESOLUCIÓN N° 1904,ENCARGATURA TEMPORAL DE LA SECRETARÍA GENERAL.,10/02/2017,RESO1904.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1904.docx,1,Resoluciones
RESOLUCIÓN N° 1905,POR LA QUE SE PROHÍBE EL USO DE LOS PARABENOS DE CADENA LARGA COMO INGREDIENTES PARA PRODUCTOS COSMÉTICOS EN LA COMUNIDAD ANDINA.,14/02/2017,RESO1905.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1905.docx,3,Resoluciones
RESOLUCIÓN N° 1906,MODIFICA LA RESOLUCIÓN 797 DE LA SECRETARÍA GENERAL DE LA COMUNIDAD ANDINA - REGLAMENTO DE LA DECISIÓN 516 SOBRE CONTROL Y VIGILANCIA SANITARIA DE PRODUCTOS COSMÉTICOS.,21/02/2017,RESO1906.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1906.docx,3,Resoluciones
RESOLUCIÓN N° 1908,"RESUELVE EL RECURSO DE RECONSIDERACIÓN PRESENTADO POR LAS EMPRESAS COLOMBIANA KIMBERLY COLPAPEL S.A. Y KIMBERLY CLARK DEL ECUADOR CONTRA LA RESOLUCIÓN N° 1883 DE LA SECRETARÍA GENERAL
",22/02/2017,RESO1908.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1908.docx,22,Resoluciones
RESOLUCIÓN N° 1907,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2017, CORRESPONDIENTES A LA CIRCULAR N° 527 DEL 21 DE FEBRERO DE 2017",22/02/2017,RESO1907.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1907.docx,2,Resoluciones
DECISIÓN N° 815,EXTENSIÓN DE LA SUSPENSIÓN TEMPORAL DE LA DECISIÓN 536  DISPUESTA POR LA DECISIÓN 811,24/02/2017,DEC815.docx,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC815.docx,1,Decisiones
