Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1449,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 404 DEL 10 DE ENERO DE 2012",12/01/2012,RESo1449.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1449.doc,3,Resoluciones
RESOLUCIÓN N° 1450,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 405 DEL 23 DE ENERO DE 2012",24/01/2012,RESo1450.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1450.doc,3,Resoluciones
RESOLUCIÓN N° 1451,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2012,2/02/2012,RESo1451.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1451.doc,3,Resoluciones
RESOLUCIÓN N° 1452,CONSOLIDADO DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,6/02/2012,RESo1452.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1452.doc,65,Resoluciones
RESOLUCIÓN N° 1453,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 406 DEL 7 DE FEBRERO DE 2012",8/02/2012,RESo1453.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1453.doc,3,Resoluciones
RESOLUCIÓN N° 1454,"PUBLICACIÓN DEL ACUERDO ESPECÍFICO BINACIONAL ECUADOR-PERÚ PARA LA IMPLEMENTACIÓN DEL CENTRO BINACIONAL DE ATENCIÓN EN FRONTERA, EJE VIAL No. 1",10/02/2012,RESo1454.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1454.doc,2,Resoluciones
RESOLUCIÓN N° 1457,REGLAMENTO DE LA DECISIÓN 617 SOBRE TRÁNSITO ADUANERO COMUNITARIO,28/02/2012,RESo1457.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1457.doc,26,Resoluciones
RESOLUCIÓN N° 1456,CASOS ESPECIALES DE VALORACIÓN ADUANERA,28/02/2012,RESo1456.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1456.doc,8,Resoluciones
RESOLUCIÓN N° 1455,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 407 DEL 23 DE FEBRERO DE 2012",28/02/2012,RESo1455.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1455.doc,3,Resoluciones
RESOLUCIÓN N° 1459,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 408 DEL 7 DE MARZO DE 2012",9/03/2012,RESo1459.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1459.doc,3,Resoluciones
RESOLUCIÓN N° 1458,"POR LA CUAL SE DISPONE LA INSCRIPCIÓN EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA RESOLUCIÓN N° 2895 DEL INSTITUTO COLOMBIANO AGROPECUARIO (ICA), QUE ESTABLECE LAS PLAGAS CUARENTENARIAS SOMETIDAS A CONTROL OFICIAL AUSENTES Y PRESENTES EN EL TERRITORIO COLOMBIANO",9/03/2012,RESo1458.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1458.doc,5,Resoluciones
RESOLUCIÓN N° 1460,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE ABRIL DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 409 DEL 23 DE MARZO DE 2012",29/03/2012,RESo1460.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1460.doc,3,Resoluciones
RESOLUCIÓN N° 1461,ENCARGO DE DIRECCIÓN GENERAL,4/04/2012,RESo1461.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1461.doc,2,Resoluciones
RESOLUCIÓN N° 1462,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ABRIL DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 410 DEL 9 DE ABRIL DE 2012",11/04/2012,RESo1462.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1462.doc,3,Resoluciones
RESOLUCIÓN N° 1463,MODIFICACIÓN DE LA RESOLUCIÓN 1451 SOBRE CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2012,12/04/2012,RESo1463.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1463.doc,2,Resoluciones
RESOLUCIÓN N° 1464,"RECURSOS DE RECONSIDERACIÓN DIRIGIDOS SOBRE LA RESOLUCIÓN 1437 – SOLICITUD DE LA REPÚBLICA DEL ECUADOR PARA LA APLICACIÓN DE MEDIDAS DE SALVAGUARDIA A IMPORTACIONES DE CEBOLLA PROVENIENTES DE LOS PAÍSES MIEMBROS, INVOCANDO EL ARTÍCULO 97 DEL ACUERDO DE CARTAGENA",17/04/2012,RESo1464.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1464.doc,12,Resoluciones
RESOLUCIÓN N° 1466,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,25/04/2012,RESo1466.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1466.doc,3,Resoluciones
RESOLUCIÓN N° 1465,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MAYO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 411 DEL 23 DE ABRIL DE 2012",25/04/2012,RESo1465.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1465.doc,3,Resoluciones
RESOLUCIÓN N° 1467,PLAN ESTRATÉGICO DE LA COMUNIDAD ANDINA SOBRE FACILITACIÓN DEL COMERCIO EN MATERIA ADUANERA,3/05/2012,RESo1467.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1467.doc,7,Resoluciones
RESOLUCIÓN N° 1469,DISPOSICIÓN TÉCNICA PARA LA TRANSMISIÓN DE DATOS ESTADÍSTICOS DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC) EN LAS EMPRESAS,8/05/2012,RESo1469.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1469.doc,24,Resoluciones
RESOLUCIÓN N° 1468,MANUAL PARA LA ELABORACIÓN Y TRANSMISIÓN DE INDICADORES ESTADÍSTICOS DE SALUD Y GÉNERO,8/05/2012,RESo1468.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1468.doc,43,Resoluciones
RESOLUCIÓN N° 1470,DISPOSICIÓN TÉCNICA PARA LA TRANSMISIÓN DE DATOS ESTADÍSTICOS DEL PARQUE VEHICULAR,9/05/2012,RESo1470.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1470.doc,19,Resoluciones
RESOLUCIÓN N° 1471,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MAYO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 412 DEL 8 DE MAYO DE 2012",14/05/2012,RESo1471.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1471.doc,3,Resoluciones
RESOLUCIÓN N° 1473,REGISTRO EN LA LISTA ANDINA SATELITAL AL AMPARO DEL ARTÍCULO 4 DE LA DECISIÓN 707 “REGISTRO ANDINO PARA LA AUTORIZACIÓN DE SATÉLITES CON COBERTURA SOBRE TERRITORIO DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA”,15/05/2012,RESo1473.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1473.doc,3,Resoluciones
RESOLUCIÓN N° 1472,REGISTRO EN LA LISTA ANDINA SATELITAL AL AMPARO DEL ARTÍCULO 4 DE LA DECISIÓN 707 “REGISTRO ANDINO PARA LA AUTORIZACIÓN DE SATÉLITES CON COBERTURA SOBRE TERRITORIO DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA”,15/05/2012,RESo1472.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1472.doc,3,Resoluciones
RESOLUCIÓN N° 1474,NORMA SANITARIA ANDINA PARA EL COMERCIO O LA MOVILIZACIÓN DE TROFEOS DE CAZA,24/05/2012,RESo1474.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1474.doc,4,Resoluciones
RESOLUCIÓN N° 1476,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE JUNIO DE 2012, CORRESPONDIENTES A LA CIRCULAR N° 413 DEL 22 DE MAYO DE 2012",29/05/2012,RESo1476.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1476.doc,3,Resoluciones
RESOLUCIÓN N° 1475,"SUSTITUCIÓN DE LA RESOLUCIÓN 1008: “ADOPCIÓN DE CATEGORÍAS DE RIESGO FITOSANITARIO PARA EL COMERCIO INTRASUBREGIONAL Y CON TERCEROS PAÍSES DE PLANTAS, PRODUCTOS VEGETALES Y OTROS ARTÍCULOS REGLAMENTADOS”",29/05/2012,RESo1475.pdf,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1475.pdf,54,Resoluciones
RESOLUCIÓN N° 1478,MODIFICACIÓN DE LA DECISIÓN 685 “GLOSARIO ANDINO DE TÉRMINOS Y DEFINICIONES FITOSANITARIAS”,7/06/2012,RESo1478.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1478.doc,15,Resoluciones
RESOLUCIÓN N° 1477,NULIDAD DE LAS ACTUACIONES DEL PROCEDIMIENTO RELATIVO A LA CALIFICACIÓN DE GRAVAMEN O RESTRICCIÓN AL COMERCIO DEL IMPUESTO DE SALIDA DE DIVISAS APLICABLE A LAS IMPORTACIONES DE ORIGEN SUBREGIONAL,7/06/2012,RESo1477.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1477.doc,4,Resoluciones
