Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1536,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2013, CORRESPONDIENTES A LA CIRCULAR N° 428 DEL 8 DE ENERO DE 2013",8/01/2013,RESo1536.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1536.doc,3,Resoluciones
RESOLUCIÓN N° 1537,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2013,22/01/2013,RESo1537.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1537.doc,3,Resoluciones
RESOLUCIÓN N° 1538,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2013, CORRESPONDIENTES A LA CIRCULAR N° 429 DEL 23 DE ENERO DE 2013",24/01/2013,RESo1538.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1538.doc,3,Resoluciones
RESOLUCIÓN N° 1539,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,25/01/2013,RESo1539.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1539.doc,3,Resoluciones
RESOLUCIÓN N° 1543,CONSOLIDADO DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,31/01/2013,RESo1543.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1543.doc,64,Resoluciones
RESOLUCIÓN N° 1542,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,31/01/2013,RESo1542.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1542.doc,4,Resoluciones
RESOLUCIÓN N° 1541,PUBLICACIÓN DEL ACUERDO PARA LA CREACIÓN Y FUNCIONAMIENTO DEL CENTRO BINACIONAL DE ATENCIÓN FRONTERIZA (CEBAF) DE SAN MIGUEL ENTRE ECUADOR Y COLOMBIA,31/01/2013,RESo1541.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1541.doc,14,Resoluciones
RESOLUCIÓN N° 1540,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,31/01/2013,RESo1540.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1540.doc,3,Resoluciones
RESOLUCIÓN N° 1544,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2013, CORRESPONDIENTES A LA CIRCULAR N° 430 DEL 8 DE FEBRERO DE 2013",8/02/2013,RESo1544.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1544.doc,3,Resoluciones
RESOLUCIÓN N° 1545,REGISTRO EN LA LISTA ANDINA SATELITAL AL AMPARO DEL ARTÍCULO 4 DE LA DECISIÓN 707 “REGISTRO ANDINO PARA LA AUTORIZACIÓN DE SATÉLITES CON COBERTURA SOBRE TERRITORIO DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA”,14/02/2013,RESo1545.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1545.doc,3,Resoluciones
RESOLUCIÓN N° 1548,"ADOPCIÓN DEL PLAN OPERATIVO DEL PROGRAMA SUBREGIONAL DE ERRADICACIÓN DE FIEBRE AFTOSA, AÑO 2013",20/02/2013,RESo1548.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1548.doc,14,Resoluciones
RESOLUCIÓN N° 1547,ACTUALIZACIÓN DE LOS DOCUMENTOS DE VIAJE RECONOCIDOS POR LA DECISIÓN 503,20/02/2013,RESo1547.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1547.doc,3,Resoluciones
RESOLUCIÓN N° 1546,REGLAMENTO DE LA DECISIÓN 548 “MECANISMO ANDINO DE COOPERACIÓN EN MATERIA DE ASISTENCIA Y PROTECCIÓN CONSULAR Y ASUNTOS MIGRATORIOS”,20/02/2013,RESo1546.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1546.doc,3,Resoluciones
RESOLUCIÓN N° 1549,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2013, CORRESPONDIENTES A LA CIRCULAR N° 431 DEL 21 DE FEBRERO DE 2013",21/02/2013,RESo1549.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1549.doc,3,Resoluciones
RESOLUCIÓN N° 1551,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,25/02/2013,RESo1551.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1551.doc,4,Resoluciones
RESOLUCIÓN N° 1550,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,25/02/2013,RESo1550.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1550.doc,4,Resoluciones
RESOLUCIÓN N° 1553,"POR LA CUAL SE DISPONE LA INSCRIPCIÓN EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA RESOLUCIÓN DIRECTORAL N° 08-2011-AG-SENASA-DSV DEL SERVICIO NACIONAL DE SANIDAD AGRARIA (SENASA) DE LA REPÚBLICA DEL PERÚ, QUE ESTABLECE REQUISITOS FITOSANITARIOS DE NECESARIO CUMPLIMIENTO EN LA IMPORTACIÓN DE PLÁNTULAS DE BANANO (MUSA spp.) DE ORIGEN Y PROCEDENCIA DEL ECUADOR",28/02/2013,RESo1553.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1553.doc,4,Resoluciones
RESOLUCIÓN N° 1552,"MEDIDA DE EMERGENCIA APLICADA POR LA REPÚBLICA DEL PERÚ, POR LA CUAL SE SUSPENDE TEMPORALMENTE EL INGRESO DE CARNE Y PRODUCTOS QUE CONTENGAN CARNE DE BOVINO, MENUDENCIAS Y VÍSCERAS DE BOVINO, Y OTROS PRODUCTOS DE RIESGO DE ESTA ESPECIE, CAPACES DE TRANSMITIR O SERVIR DE VEHÍCULOS AL PRIÓN DE LA ENCEFALOPATÍA ESPONGIFORME BOVINA (EEB), PROCEDENTES DE BRASIL",28/02/2013,RESo1552.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1552.doc,4,Resoluciones
RESOLUCIÓN N° 1554,ENCARGO DE DIRECCIÓN GENERAL,1/03/2013,RESo1554.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1554.doc,2,Resoluciones
DECISIÓN N° 785,"AMPLIACIÓN DEL PLAZO PARA LA REVALUACIÓN DE LOS PLAGUICIDAS QUÍMICOS DE USO AGRÍCOLA (MODIFICACIÓN DE LAS DECISIONES 436, 684 Y 767)",11/03/2013,DEC785.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC785.doc,2,Decisiones
DECISIÓN N° 784,MODIFICACIÓN DE LA DECISIÓN 706: “ARMONIZACIÓN DE LEGISLACIONES EN MATERIA DE PRODUCTOS DE HIGIENE DOMÉSTICA Y PRODUCTOS ABSORBENTES DE HIGIENE PERSONAL”,11/03/2013,DEC784.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC784.doc,2,Decisiones
DECISIÓN N° 783,DIRECTRICES PARA EL AGOTAMIENTO DE EXISTENCIAS DE PRODUCTOS CUYA NOTIFICACIÓN SANITARIA OBLIGATORIA HA TERMINADO SU VIGENCIA O SE HA MODIFICADO Y AÚN EXISTAN PRODUCTOS EN EL MERCADO,11/03/2013,DEC783.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC783.doc,3,Decisiones
DECISIÓN N° 782,PROGRAMA DE ARMONIZACIÓN DE ESTADÍSTICAS Y CUENTAS SATÉLITE DE LA CULTURA,11/03/2013,DEC782.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC782.doc,3,Decisiones
DECISIÓN N° 781,PRESUPUESTO DE LA SECRETARÍA,11/03/2013,DEC781.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC781.doc,3,Decisiones
DECISIÓN N° 780,CREACIÓN Y ACTUALIZACIÓN DEL SISTEMA DE REGISTROS ESTADÍSTICOS EN LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA,11/03/2013,DEC780.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC780.doc,6,Decisiones
DECISIÓN N° 779,DECLARACIÓN DE ALERTA FITOSANITARIA SUBREGIONAL POR LA ENFERMEDAD DE LOS CÍTRICOS HUANGLONGBING (HLB),11/03/2013,DEC779.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC779.doc,3,Decisiones
RESOLUCIÓN N° 1556,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2013, CORRESPONDIENTES A LA CIRCULAR N° 432 DEL 8 DE MARZO DE 2013",12/03/2013,RESo1556.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1556.doc,3,Resoluciones
RESOLUCIÓN N° 1555,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,12/03/2013,RESo1555.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1555.doc,3,Resoluciones
RESOLUCIÓN N° 1557,"POR LA CUAL SE DISPONE LA INSCRIPCIÓN EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA RESOLUCIÓN DIRECTORAL N° 10-2011-AG-SENASA-DSV DEL SERVICIO NACIONAL DE SANIDAD AGRARIA (SENASA) DE LA REPÚBLICA DEL PERÚ, QUE MODIFICAN DISPOSICIONES LEGALES RELATIVAS A REQUISITOS FITOSANITARIOS PARA LA IMPORTACIÓN DE DIVERSOS PRODUCTOS, RETIRANDO O REEMPLAZANDO PLAGAS EN DICHOS REQUISITOS",15/03/2013,RESo1557.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1557.doc,4,Resoluciones
