Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 391,"SOLICITUD DE IMEZUCAR S.A., DE VENEZUELA, PARA LA IMPOSICIÓN DE MEDIDAS CORRECTIVAS A LA IMPORTACIÓN DE AZÚCAR, PARA CORREGIR LAS DISTORSIONES GENERADAS POR PRÁCTICAS RESTRICTIVAS DE LA LIBRE COMPETENCIA",15/01/1996,RES391.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES391.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 392,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN PARA EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO,24/01/1996,RES392.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES392.pdf,10,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 395,SOLICITUD DEL GOBIERNO DE BOLIVIA DE PRÓRROGA DE LA RESOLUCIÓN 387 PARA EL TRIGO Y LA HARINA DE TRIGO,15/02/1996,RES395.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES395.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 394,"SOLICITUD DEL GOBIERNO DEL ECUADOR PARA EL DIFERIMIENTO DEL ARANCEL EXTERNO COMÚN DE PRODUCTOS PARA EL ALUMBRADO, DESTINADOS A ATENDER UNA SITUACIÓN DE EMERGENCIA NACIONAL",15/02/1996,RES394.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES394.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 393,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN PARA EFECTOS DE LA APLICACIÓN DEL ARTÍCULO 65 DEL ACUERDO,15/02/1996,RES393.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES393.pdf,69,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 396,TABLAS ADUANERAS DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA EL PERÍODO ABRIL DE 1996 - MARZO DE 1997,13/03/1996,RES396.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES396.pdf,50,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 398,CANCELACIÓN DE LA INSCRIPCIÓN DE LA RESOLUCIÓN Nº 2 MAC-DA DEL 14 DE NOVIEMBRE DE 1952 DEL GOBIERNO DE VENEZUELA EN EL REGISTRO DE NORMAS SANITARIAS SUBREGIONALES,14/03/1996,RES398.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES398.pdf,5,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 397,"CALIFICACIÓN DE LA PROHIBICIÓN DE IMPORTACIÓN DE CAFÉ TOSTADO PROCEDENTE DE COLOMBIA, POR PARTE DEL GOBIERNO DE VENEZUELA, COMO RESTRICCIÓN AL COMERCIO, A LOS EFECTOS DE LO DISPUESTO EN EL ARTÍCULO 43 DEL ACUERDO",14/03/1996,RES397.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES397.doc,5,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 400,SOLICITUD DEL GOBIERNO DE COLOMBIA PARA EL DIFERIMIENTO DEL ARANCEL EXTERNO COMÚN DE BIENES DE CAPITAL DESTINADOS A LA SEGUNDA ETAPA DEL PROYECTO DE RECONVERSIÓN INDUSTRIAL DE LA EMPRESA INDUSTRIAS DEL MAÍZ S.A.,29/03/1996,RES400.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES400.pdf,5,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 399,SOLICITUD DEL GOBIERNO DE COLOMBIA DE PRÓRROGA DE LA RESOLUCIÓN 368,29/03/1996,RES399.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES399.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 401,"PUBLICACIÓN DEL ACUERDO SOBRE LAS NORMAS PARA INSTRUMENTAR EL MECANISMO DE SANCIONES DEL CONVENIO DE COMPLEMENTACIÓN EN EL SECTOR AUTOMOTOR, SUSCRITO ENTRE COLOMBIA, ECUADOR Y VENEZUELA",10/04/1996,RES401.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES401.pdf,5,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 402,MODIFICACIÓN DE LA RESOLUCIÓN 394,25/04/1996,RES402.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES402.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 403,INVENTARIO SUBREGIONAL DE PLAGAS Y ENFERMEDADES DE LOS ANIMALES DE IMPORTANCIA ECONOMICA PARA EL AREA ANDINA,30/04/1996,RES403.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES403.pdf,19,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 404,SOLICITUD DEL GOBIERNO DE COLOMBIA PARA EL DIFERIMIENTO DEL ARANCEL EXTERNO COMÚN DE BIENES DE CAPITAL DESTINADOS A LA SEGUNDA ETAPA DEL PROYECTO DE RECONVERSIÓN INDUSTRIAL DE LA EMPRESA INDUSTRIAS DEL MAÍZ S.A.,2/05/1996,RES404.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES404.pdf,9,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 405,SOLICITUD DEL GOBIERNO DEL ECUADOR RESPECTO DE LA APLICACIÓN DEL ARTÍCULO 79A DEL ACUERDO,3/05/1996,RES405.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES405.doc,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 406,"ACTUALIZACIÓN DE LA NOMENCLATURA NANDINA PARA PRODUCTOS DEL ÁMBITO DEL CONVENIO DE COMPLEMENTACIÓN EN EL SECTOR AUTOMOTOR, SEGÚN DECISIÓN 381",10/05/1996,RES406.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES406.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 408,"SOLICITUD DEL GOBIERNO DE BOLIVIA PARA EL DIFERIMIENTO DEL ARANCEL EXTERNO COMÚN DEL MAÍZ AMARILLO, NANDINA 1005.90.11, POR RAZONES DE EMERGENCIA NACIONAL",16/05/1996,RES408.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES408.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 407,"SOLICITUD DEL GOBIERNO DE VENEZUELA PARA EL DIFERIMIENTO DEL ARANCEL EXTERNO COMÚN DEL POLIESTIRENO EXPANDIBLE, NANDINA 3903.11.00",16/05/1996,RES407.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES407.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 409,RECURSO DE RECONSIDERACIÓN PRESENTADO POR EL GOBIERNO DE VENEZUELA EN CONTRA DE LA RESOLUCIÓN 384 DE LA JUNTA,17/06/1996,RES409.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES409.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 410,MODIFICACIÓN DE LA RESOLUCIÓN 364 DE LA JUNTA DEL ACUERDO DE CARTAGENA,2/07/1996,RES410.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES410.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
