Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1298,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 356 DEL 4 DE ENERO DE 2010",4/01/2010,RESo1298.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1298.doc,3,Resoluciones
RESOLUCIÓN N° 1299,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 357 DEL 20 DE ENERO DE 2010",22/01/2010,RESo1299.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1299.doc,3,Resoluciones
RESOLUCIÓN N° 1301,RECURSO DE RECONSIDERACIÓN DIRIGIDO SOBRE LA RESOLUCIÓN 1251 RELATIVA A LA APLICACIÓN POR PARTE DE LA REPÚBLICA DEL ECUADOR DEL ARANCEL NACIONAL VI-GENTE A IMPORTACIONES ORIGINARIAS DE LA REPÚBLICA DE COLOMBIA COMPRENDIDAS EN LAS 1346 SUBPARTIDAS INDICADAS EN EL ANEXO I DE LA RESOLUCIÓN 494 DEL CONSEJO DE COMERCIO EXTERIOR E INVERSIONES (COMEXI),26/01/2010,RESo1301.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1301.doc,9,Resoluciones
RESOLUCIÓN N° 1300,"RECURSO DE RECONSIDERACIÓN DEL ACTO DE CONCLUSIÓN Y ARCHIVO DE LA INVESTIGACIÓN PARA DETERMINAR SI LA EXCEPCIÓN DE LA APLICACIÓN DEL PROGRAMA DE LIBERACIÓN PARA LA IMPORTACIÓN DE DETERMINADOS PRODUCTOS ORIGINARIOS DE LA SUBREGIÓN, CONFORME A LA RESOLUCIÓN 466 DEL CONSEJO DE COMERCIO EXTERIOR E INVERSIONES DEL ECUADOR (COMEXI), CONSTITUYE UN GRAVAMEN",26/01/2010,RESo1300.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1300.doc,10,Resoluciones
RESOLUCIÓN N° 1302,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 358 DEL 3 DE FEBRERO DE 2010",4/02/2010,RESo1302.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1302.doc,3,Resoluciones
DECISIÓN N° 732,"PARTICIPACIÓN DE LA REPÚBLICA DE ARGENTINA, LA REPÚBLICA FEDERATIVA DE BRASIL, LA REPÚBLICA DEL PARAGUAY Y LA REPÚBLICA ORIENTAL DEL URUGUAY, ESTADOS PARTE DEL MERCOSUR, EN LOS ÓRGANOS, MECANISMOS Y MEDIDAS DE LA COMUNIDAD ANDINA, EN SU CONDICIÓN DE PAÍSES MIEMBROS ASOCIADOS DE LA COMUNIDAD ANDINA",5/02/2010,DEC732.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC732.doc,2,Decisiones
DECISIÓN N° 731,AMPLIACIÓN DE INDICADORES DE VULNERABILIDAD MACROECONÓMICA (IVM),5/02/2010,DEC731.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC731.doc,16,Decisiones
DECISIÓN N° 730,SISTEMA INTEGRADO DE ENCUESTAS A HOGARES DE LA COMUNIDAD ANDINA (SIEHCAN),5/02/2010,DEC730.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC730.doc,3,Decisiones
DECISIÓN N° 729,PROGRAMA REGIONAL DE BIODIVERSIDAD EN LAS REGIONES ANDINO AMAZÓNICAS DE LOS PAÍSES MIEMBROS DE LA CAN “BIOCAN”,5/02/2010,DEC729.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC729.doc,69,Decisiones
RESOLUCIÓN N° 1304,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 359 DEL 17 DE FEBRERO DE 2010",19/02/2010,RESo1304.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1304.doc,3,Resoluciones
RESOLUCIÓN N° 1303,RENOVACIÓN DESIGNACIÓN DE DIRECTOR GENERAL,19/02/2010,RESo1303.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1303.doc,2,Resoluciones
RESOLUCIÓN N° 1306,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2010,26/02/2010,RESo1306.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1306.doc,3,Resoluciones
RESOLUCIÓN N° 1305,RENOVACIÓN DESIGNACIÓN DE DIRECTORA GENERAL,26/02/2010,RESo1305.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1305.doc,2,Resoluciones
RESOLUCIÓN N° 1308,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 360 DEL 4 DE MARZO DE 2010",5/03/2010,RESo1308.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1308.doc,3,Resoluciones
RESOLUCIÓN N° 1307,RECURSO DE RECONSIDERACIÓN DIRIGIDO SOBRE LA RESOLUCIÓN 1295 SOBRE CUMPLIMIENTO DE NORMAS DE ORIGEN DE LAS COCINAS ELABORADAS POR LA EMPRESA INDURAMA S.A.,5/03/2010,RESo1307.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1307.doc,13,Resoluciones
DICTAMEN N° 01-2010,"SOBRE EL RECLAMO DE LA EMPRESA MAC S.A. POR SUPUESTO INCUMPLIMIENTO DE LOS ARTÍCULOS 128 DE LA DECISIÓN 344 DE LA COMUNIDAD ANDINA “RÉGIMEN COMÚN SOBRE PROPIEDAD INDUSTRIAL” Y 35 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA POR PARTE DE LA REPÚBLICA DEL PERÚ, A TRAVÉS DE LA ACTUACIÓN DE LA SALA CONSTITUCIONAL Y SOCIAL DE LA CORTE SUPREMA DE JUSTICIA, AL DENEGAR UNA SOLICITUD DE REGISTRO DE LA MARCA DE PRODUCTO CONSTITUIDA POR LA DENOMINACIÓN TUDOR.",16/03/2010,DICtamen01-2010.doc,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICtamen01-2010.doc,13,Dictámenes
DICTAMEN N° 02-2010,"SOBRE EL RECLAMO DE LA EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ ETB S.A. E.S.P. POR SUPUESTO INCUMPLIMIENTO DE LOS ARTÍCULOS 4, 33, 35 Y 36 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA; Y LOS ARTÍCULOS 122, 123, 124, 127 Y 128 DEL ESTATUTO DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, POR PARTE DE LA REPÚBLICA DE COLOMBIA, A TRAVÉS DE LA SECCIÓN TERCERA, SALA DE LO CONTENCIOSO ADMINISTRATIVO, DE SU CONSEJO DE ESTADO, AL NO SOLICITAR LA INTERPRETACIÓN PREJUDICIAL DE NORMAS COMUNITARIAS ANDINAS",24/03/2010,DICtamen02-2010.doc,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICtamen02-2010.doc,13,Dictámenes
RESOLUCIÓN N° 1309,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,24/03/2010,RESo1309.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1309.doc,74,Resoluciones
RESOLUCIÓN N° 1311,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE ABRIL DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 361 DEL 24 DE MARZO DE 2010",26/03/2010,RESo1311.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1311.doc,3,Resoluciones
RESOLUCIÓN N° 1310,MODIFICACIÓN DE LA RESOLUCIÓN 1294 (PRECIOS PISO Y TECHO Y TABLAS ADUANERAS DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA EL PERÍODO ABRIL DE 2010 - MARZO DE 2011),26/03/2010,RESo1310.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1310.doc,47,Resoluciones
RESOLUCIÓN N° 1312,ACTUALIZA ANEXOS DE LA DECISIÓN 670 Y ADOPTA FORMATO ELECTRÓNICO DEL DOCUMENTO ÚNICO ADUANERO,6/04/2010,RESo1312.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1312.doc,95,Resoluciones
RESOLUCIÓN N° 1314,"POR LA CUAL SE AUTORIZA A LOS PAÍSES MIEMBROS FIJAR REQUISITOS SANITARIOS TRANSITORIOS PARA LA IMPORTACIÓN DE BOVINOS VIVOS, PROCEDENTES DE ESTADOS UNIDOS",13/04/2010,RESo1314.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1314.doc,3,Resoluciones
RESOLUCIÓN N° 1313,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ABRIL DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 362 DEL 8 DE ABRIL DE 2010",13/04/2010,RESo1313.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1313.doc,3,Resoluciones
RESOLUCIÓN N° 1315,MODIFICACIÓN DE LA RESOLUCIÓN 1176 DE LA SECRETARÍA GENERAL DE LA COMUNIDAD ANDINA,16/04/2010,RESo1315.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1315.doc,2,Resoluciones
RESOLUCIÓN N° 1316,"CUMPLIMIENTO DE LAS NORMAS DE ORIGEN DE LA COMUNIDAD ANDINA EN LA PRODUCCIÓN DE VARIOS MODELOS DE COCINAS, POR PARTE DE LA EMPRESA ECUATORIANA MABE ECUADOR S.A.",19/04/2010,RESo1316.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1316.doc,17,Resoluciones
RESOLUCIÓN N° 1317,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MAYO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 363 DEL 21 DE ABRIL DE 2010",22/04/2010,RESo1317.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1317.doc,3,Resoluciones
RESOLUCIÓN N° 1319,DISPOSICIÓN TÉCNICA PARA LA TRANSMISIÓN ELECTRÓNICA DE DATOS ESTADÍSTICOS DEL SECTOR AGROPECUARIO RELATIVOS A LA PRODUCCIÓN AGRÍCOLA Y PECUARIA DE LA COMUNIDAD ANDINA,23/04/2010,RESo1319.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1319.doc,39,Resoluciones
RESOLUCIÓN N° 1318,"NOMENCLATURA ANDINA DE PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y PESCA",23/04/2010,RESo1318.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1318.doc,54,Resoluciones
RESOLUCIÓN N° 1320,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,30/04/2010,RESo1320.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1320.doc,3,Resoluciones
RESOLUCIÓN N° 1321,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MAYO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 364 DEL 6 DE MAYO DE 2010",7/05/2010,RESo1321.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1321.doc,3,Resoluciones
RESOLUCIÓN N° 1322,"INSCRIPCIÓN EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA RESOLUCIÓN N° 0969 DE LA REPÚBLICA DE COLOMBIA, POR LA CUAL SE PROHÍBE EL USO Y COMERCIALIZACIÓN DEL OLAQUINDOX CON CUALQUIER INDICACIÓN EN LOS ANIMALES",19/05/2010,RESo1322.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1322.doc,3,Resoluciones
RESOLUCIÓN N° 1323,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE JUNIO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 365 DEL 24 DE MAYO DE 2010",25/05/2010,RESo1323.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1323.doc,3,Resoluciones
RESOLUCIÓN N° 1324,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,28/05/2010,RESo1324.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1324.doc,3,Resoluciones
DECISIÓN N° 737,REGLAMENTO ANDINO DE CUARENTENA PARA EL COMERCIO O LA MOVILIZACIÓN INTRASUBREGIONAL Y CON TERCEROS PAÍSES DE ANIMALES TERRESTRES Y SUS PRODUCTOS,4/06/2010,DEC737.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC737.doc,26,Decisiones
DECISIÓN N° 736,PLANES ESTRATÉGICOS NACIONALES PARA EL DESARROLLO ESTADÍSTICO (PENDES),4/06/2010,DEC736.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC736.doc,4,Decisiones
DECISIÓN N° 735,MODIFICACIÓN DE LA DECISIÓN 519 - PROGRAMA SUBREGIONAL ANDINO DE ERRADICACIÓN DE LA FIEBRE AFTOSA,4/06/2010,DEC735.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC735.doc,2,Decisiones
DECISIÓN N° 734,FOMENTO COORDINADO DE LA INFRAESTRUCTURA DE LA CALIDAD EN LA REGIÓN ANDINA,4/06/2010,DEC734.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC734.doc,18,Decisiones
DECISIÓN N° 733,FORTALECIMIENTO DE LAS CAPACIDADES TÉCNICAS E INSTITUCIONALES PARA EL REGISTRO Y SEGUIMIENTO/CONTROL POST-REGISTRO DE LOS PLAGUICIDAS EN LOS PAÍSES ANDINOS,4/06/2010,DEC733.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC733.doc,28,Decisiones
RESOLUCIÓN N° 1325,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE JUNIO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 366 DEL 4 DE JUNIO DE 2010",9/06/2010,RESo1325.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1325.doc,3,Resoluciones
RESOLUCIÓN N° 1326,ENCARGO DE DIRECCIÓN GENERAL,10/06/2010,RESo1326.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1326.doc,2,Resoluciones
RESOLUCIÓN N° 1328,"AUTORIZACIÓN A LA REPÚBLICA DE COLOMBIA PARA LA SUSPENSIÓN TEMPORAL DEL INGRESO DE EQUINOS, PROCEDENTES DE LA REPÚBLICA DE ARGENTINA, DEBIDO A LA PRESENCIA DE CASOS DE ARTERITIS VIRAL EQUINA",11/06/2010,RESo1328.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1328.doc,3,Resoluciones
RESOLUCIÓN N° 1327,"AUTORIZACIÓN A LA REPÚBLICA DEL PERÚ PARA LA SUSPENSIÓN TEMPORAL DEL INGRESO DE EQUINOS, PROCEDENTES DE LA PROVINCIA Y DE LA CIUDAD AUTÓNOMA DE BUENOS AIRES, ARGENTINA, DEBIDO A LA PRESENCIA DE CASOS DE ARTERITIS VIRAL EQUINA",11/06/2010,RESo1327.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1327.doc,3,Resoluciones
RESOLUCIÓN N° 1329,MODIFICACIÓN DE CÓDIGOS DE LA NOMENCLATURA DE UNIDADES TERRITORIALES ESTADÍSTICAS DE LA COMUNIDAD ANDINA (NUTE ANDINA) TRANSCRITOS EN LA DECISIÓN 534,15/06/2010,RESo1329.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1329.doc,6,Resoluciones
RESOLUCIÓN N° 1330,"DENEGACIÓN DE LA INSCRIPCIÓN, EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS, DE LA RESOLUCIÓN Nº 1281, MODIFICADA POR LA RESOLUCIÓN N° 1508 DEL INSTITUTO COLOMBIANO AGROPECUARIO DE LA REPÚBLICA DE COLOMBIA, POR LA CUAL SE ESTABLECEN REQUISITOS SANITARIOS PARA PREVENIR LA INTRODUCCIÓN DE LA ENCEFALOPATÍA ESPONGIFORME BOVINA A TRAVÉS DE IMPORTACIONES DE BOVINOS, PRODUCTOS Y SUBPRODUCTOS DE RIESGO",22/06/2010,RESo1330.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1330.doc,3,Resoluciones
RESOLUCIÓN N° 1332,"ADOPCIÓN DEL PLAN OPERATIVO DEL PROGRAMA SUBREGIONAL DE ERRADICACIÓN DE FIEBRE AFTOSA, PERÍODO 2010-2012",23/06/2010,RESo1332.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1332.doc,15,Resoluciones
RESOLUCIÓN N° 1331,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE JULIO DE 2010, CORRESPONDIENTES A LA CIRCULAR N° 367 DEL 21 DE JUNIO DE 2010",23/06/2010,RESo1331.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1331.doc,3,Resoluciones
DICTAMEN N° 03-2010,"SOBRE EL RECLAMO DE LA EMPRESA TAEWON S&G LTD. (ANTES K.O. NEEDLES CO. LTD.) POR SUPUESTO INCUMPLIMIENTO DE LOS ARTÍCULOS 35 Y 36 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA POR PARTE DE LA REPÚBLICA DEL PERÚ, A TRAVÉS DE LA ACTUACIÓN DE LA SALA DE DERECHO CONSTITUCIONAL Y SOCIAL PERMANENTE DE LA CORTE SUPREMA DE JUSTICIA, AL NO HABER CUMPLIDO CON INCORPORAR EN SU SENTENCIA EL CRITERIO ADOPTADO POR EL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA EN EL PROCESO 161-IP-2007.",25/06/2010,DICtamen03-2010.doc,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/DICtamen03-2010.doc,14,Dictámenes
