Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 2247,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2022,13/01/2022,RESOLUCION2247.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2247.docx,2,Resoluciones
RESOLUCIÓN N° 2248,"EJECUCIÓN DE GARANTÍAS EN EL MARCO DE LO DISPUESTO EN LAS RESOLUCIONES 2006 Y 2236
",19/01/2022,RESOLUCION2248.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2248.docx,7,Resoluciones
RESOLUCIÓN N° 2251,RESUELVE EL RECURSO DE RECONSIDERACIÓN PRESENTADO POR PRODUCTOS FAMILIA S.A. Y PRODUCTOS FAMILIA SANCELA DEL ECUADOR S.A. CONTRA LA RESOLUCIÓN 2248,24/01/2022,RESOLUCION2251.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2251.docx,9,Resoluciones
RESOLUCIÓN N° 2250,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2022,24/01/2022,RESOLUCION2250.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2250.docx,2,Resoluciones
RESOLUCIÓN N° 2249,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,24/01/2022,RESOLUCION2249.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2249.docx,1,Resoluciones
RESOLUCIÓN N° 2252,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2022 Y HORARIO DE ATENCIÓN DE LA MESA DE PARTES Y AL PÚBLICO,31/01/2022,RESOLUCION2252.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2252.docx,3,Resoluciones
RESOLUCIÓN N° 2253,RESUELVE LA INVESTIGACIÓN POR PRESUNTAS RESTRICCIONES IMPUESTAS POR AGROCALIDAD A LAS EXPORTACIONES DE PRODUCTOS PERUANOS,8/02/2022,RESOLUCION2253.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2253.docx,75,Resoluciones
RESOLUCIÓN N° 2254,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2022,10/02/2022,RESOLUCION2254.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2254.docx,2,Resoluciones
RESOLUCIÓN N° 2255,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2022,25/02/2022,RESOLUCION2255.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2255.docx,2,Resoluciones
RESOLUCIÓN N° 2256,ENCARGO TEMPORAL DE LA SECRETARÍA GENERAL,3/03/2022,RESOLUCION2256.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2256.docx,1,Resoluciones
RESOLUCIÓN N° 2257,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2022,9/03/2022,RESOLUCION2257.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2257.docx,2,Resoluciones
DECISIÓN N° 895,APROBACIÓN DE PROYECTOS DE INICIATIVAS COMUNITARIAS EN EL MARCO DEL FONDO DE INICIATIVAS COMUNITARIAS,16/03/2022,DECISION895.docx,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION895.docx,2,Decisiones
DECISIÓN N° 894,FACULTAR A LOS PAÍSES MIEMBROS TEMPORALMENTE A REDUCIR UN DETERMINADO PORCENTAJE DE LOS GASTOS DE TRANSPORTE Y/O GASTOS CONEXOS COMPRENDIDOS EN EL PRIMER PÁRRAFO DEL ARTÍCULO 6 DE LA DECISIÓN 571 VALOR EN ADUANA DE LAS MERCANCÍAS IMPORTADAS.,16/03/2022,DECISION894.docx,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION894.docx,2,Decisiones
RESOLUCIÓN N° 2258,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE ABRIL DE 2022,24/03/2022,RESOLUCION2258.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2258.docx,2,Resoluciones
DECISIÓN N° 896,COMITÉ ANDINO DE AUTORIDADES GUBERNAMENTALES SOBRE DERECHOS DE LOS PUEBLOS INDÍGENAS,25/03/2022,DECISION896.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION896.doc,3,Decisiones
RESOLUCIÓN N° 2259,CRITERIO VINCULANTE DE CLASIFICACIÓN ARANCELARIA EN LA NOMENCLATURA COMÚN - NANDINA DEL PRODUCTO DENOMINADO COMERCIALMENTE “POSTE FIBRA DE VIDRIO”,28/03/2022,RESOLUCION2259.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2259.doc,5,Resoluciones
RESOLUCIÓN N° 2260,PUBLICACIÓN DE LA ADENDA AL ACUERDO SOBRE PROCEDIMIENTOS PARA IMPLEMENTACIÓN DEL REQUISITO ESPECIFICO DE ORIGEN DEL SECTOR AUTOMOTOR,29/03/2022,RESOLUCION2260.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2260.docx,3,Resoluciones
RESOLUCIÓN N° 2261,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ABRIL DE 2022,7/04/2022,RESOLUCION2261.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2261.docx,2,Resoluciones
RESOLUCIÓN N° 2262,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MAYO DE 2022,26/04/2022,RESOLUCION2262.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2262.docx,2,Resoluciones
RESOLUCIÓN N° 2263,MODIFICACIÓN DE LA RESOLUCIÓN N° 2252 (CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2022 Y HORARIO DE ATENCIÓN DE LA MESA DE PARTES Y AL PÚBLICO),29/04/2022,RESOLUCION2263.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2263.docx,2,Resoluciones
