Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1756,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 476 DEL 09 DE ENERO DE 2015 (VER FE DE ERRATAS DE LA RESOLUCIÓN 1756 EN LA GACETA 2444 DEL 27 DE ENERO DE 2015)",9/01/2015,RESO 1756.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1756.docx,2,Resoluciones
RESOLUCIÓN N° 1758,SE DECLARA FUNDADO EN PARTE EL RECURSO DE RECONSIDERACIÓN PRESENTADO POR EL GOBIERNO DEL PERÚ CONTRA LA RESOLUCIÓN 1730 DE LA SECRETARÍA GENERAL.,21/01/2015,RESO 1758.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1758.docx,14,Resoluciones
RESOLUCIÓN N° 1757,REGISTRO EN LA LISTA ANDINA SATELITAL AL AMPARO DEL ARTÍCULO 4 DE LA DECISIÓN 707 “REGISTRO ANDINO PARA LA AUTORIZACIÓN DE SATÉLITES CON COBERTURA SOBRE TERRITORIO DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA”,21/01/2015,RESO 1757.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1757.docx,3,Resoluciones
RESOLUCIÓN N° 1760,DELEGACIÓN DE FUNCIONES,27/01/2015,RESO 1760.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1760.docx,2,Resoluciones
RESOLUCIÓN N° 1759,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 477 DEL 23 DE ENERO DE 2015 (VER FE DE ERRATAS DE LA RESOLUCIÓN 1759 EN LA GACETA 2444 DEL 27 DE ENERO DE 2015",27/01/2015,RESO 1759.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1759.docx,2,Resoluciones
RESOLUCIÓN N° 1762,"SOLICITUD DE LA REPÚBLICA DEL ECUADOR PARA LA APLICACIÓN DE MEDIDAS DE SALVAGUARDIA POR DEVALUACIÓN MONETARIA A LAS IMPORTACIONES ORIGINARIAS DE COLOMBIA Y PERÚ
										
										",6/02/2015,RESO 1762.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1762.docx,82,Resoluciones
RESOLUCIÓN N° 1761,"CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2015
										
										",6/02/2015,RESO 1761.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1761.docx,2,Resoluciones
RESOLUCIÓN N° 1763,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 478 DEL 06 DE FEBRERO DE 2015",11/02/2015,RESO 1763.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1763.doc,2,Resoluciones
RESOLUCIÓN N° 1765,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,13/02/2015,RESO 1765.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1765.docx,2,Resoluciones
RESOLUCIÓN N° 1764,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,13/02/2015,RESO 1764.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1764.docx,2,Resoluciones
DICTAMEN N° 001-2015,"EMITIDO CONFORME AL ARTÍCULO 23 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, SUPUESTO INCUMPLIMIENTO DE LAS RESOLUCIONES 1647 Y 1671 DE LA SGCAN POR PARTE DE LA UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES (DIAN) DE LA REPÚBLICA DE COLOMBIA, AL EXIGIR EL PAGO DE ARANCELES DE 15% POR LA IMPORTACIÓN DE CEBOLLA FRESCA APTA PARA EL CONSUMO HUMANO.
										",17/02/2015,Dictamen 001-2015.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/Dictamen 001-2015.docx,7,Dictámenes
RESOLUCIÓN N° 1766,CONSOLIDADO DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,17/02/2015,RESO 1766 .pdf,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1766 .pdf,59,Resoluciones
RESOLUCIÓN N° 1767,NOTAS EXPLICATIVAS COMPLEMENTARIAS DE LA NOMENCLATURA COMÚN NANDINA - CAPÍTULOS 1 AL 25.										,18/02/2015,RESO 1767.pdf,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1767.pdf,26,Resoluciones
RESOLUCIÓN N° 1768,"REGISTRO EN LA LISTA ANDINA SATELITAL AL AMPARO DEL ARTÍCULO 4 DE LA DECISIÓN 707 “REGISTRO ANDINO PARA LA AUTORIZACIÓN DE SATÉLITES CON COBERTURA SOBRE TERRITORIO DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA”

										",19/02/2015,RESO 1768.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1768.doc,2,Resoluciones
RESOLUCIÓN N° 1772,"DENEGAR LA INSCRIPCIÓN EN EL REGISTRO SUBREGIONAL DEL PRODUCTO TRIFORM 35, DE LA EMPRESA FITOCORP SAC DEL PERÚ.",23/02/2015,RESO 1772.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1772.docx,3,Resoluciones
RESOLUCIÓN N° 1771,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 479 DEL 20 DE FEBRERO DE 2015.					",23/02/2015,RESO 1771.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1771.doc,2,Resoluciones
RESOLUCIÓN N° 1770,DENIEGA LA INSCRIPCIÓN DE LA RESOLUCIÓN DAJ-201339E-0201.0095 DE LA AGENCIA ECUATORIANA DE ASEGURAMIENTO DE LA CALIDAD DEL AGRO (AGROCALIDAD) EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA COMUNIDAD ANDINA.,23/02/2015,RESO 1770.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1770.doc,5,Resoluciones
RESOLUCIÓN N° 1769,INSCRIPCIÓN PARCIAL DE LA RESOLUCIÓN DIRECTORAL 0046-2014-MINAGRI-SENASA EN EL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DE LA COMUNIDAD ANDINA										,23/02/2015,RESO 1769.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1769.doc,11,Resoluciones
RESOLUCIÓN N° 1773,Resuelve el recurso de reconsideración presentado por el Gobierno del Perú contra la Resolución 1753 de la Secretaría General,2/03/2015,RESO1773.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO1773.docx,13,Resoluciones
RESOLUCIÓN N° 1774,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 480 DEL 05 DE MARZO DE 2015",10/03/2015,RESO 1774.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1774.doc,2,Resoluciones
RESOLUCIÓN N° 1775,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE ABRIL DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 481 DEL 20 DE MARZO DE 2015",25/03/2015,RESO 1775.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1775.doc,2,Resoluciones
RESOLUCIÓN N° 1777,ADMISIÓN A TRÁMITE Y APERTURA DE INVESTIGACIÓN A SOLICITUD DE LA REPÚBLICA DEL ECUADOR RELATIVA A UNA MEDIDA DE SALVAGUARDIA POR BALANZA DE PAGOS,8/04/2015,RESO 1777.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1777.doc,4,Resoluciones
RESOLUCIÓN N° 1776,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ABRIL DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 482 DEL 06 DE ABRIL DE 2015",8/04/2015,RESO 1776.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1776.doc,2,Resoluciones
RESOLUCIÓN N° 1778,TERMINACIÓN DEL PROCEDIMIENTO. SOLICITUD SOBRE CALIFICACIÓN COMO GRAVAMEN DE LAS MEDIDAS APLICADAS MEDIANTE RESOLUCIÓN 050-2015 DEL COMEX DEL ECUADOR,14/04/2015,RESO 1778.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1778.doc,3,Resoluciones
RESOLUCIÓN N° 1779,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MAYO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 483 DEL 20 DE ABRIL DE 2015",22/04/2015,RESO 1779.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1779.doc,2,Resoluciones
DECISIÓN N° 805,POLÍTICA ARANCELARIA DE LA COMUNIDAD ANDINA,28/04/2015,Dec 805.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/Dec 805.doc,2,Decisiones
DECISIÓN N° 804,MODIFICACIÓN DE LA DECISIÓN 436 (NORMA ANDINA PARA EL REGISTRO Y CONTROL DE PLAGUICIDAS QUÍMICOS DE USO AGRÍCOLA),28/04/2015,Dec 804.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/Dec 804.doc,21,Decisiones
DECISIÓN N° 803,DISPOSICIONES RELATIVAS AL MARCO GENERAL DE PRINCIPIOS Y NORMAS PARA LA LIBERALIZACIÓN DEL COMERCIO DE SERVICIOS EN LA COMUNIDAD ANDINA,28/04/2015,Dec 803.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/Dec 803.doc,2,Decisiones
RESOLUCIÓN N° 1780,DELEGACIÓN DE FUNCIONES,28/04/2015,RESO 1780.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1780.doc,1,Resoluciones
RESOLUCIÓN N° 1781,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MAYO DE 2015, CORRESPONDIENTES A LA CIRCULAR N° 484 DEL 05 DE MAYO DE 2015
",7/05/2015,RESO 1781.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1781.doc,2,Resoluciones
DICTAMEN N° 004 - 2015,"EMITIDO CONFORME AL ARTÍCULO 23 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, POR SUPUESTO INCUMPLIMIENTO DE LAS RESOLUCIONES 1721 Y 1748 DE LA SGCAN POR PARTE DE LA REPÚBLICA DEL PERÚ, AL NO HABER LEVANTADO LAS GARANTÍAS A LAS MERCANCÍAS CLASIFICADAS EN LA SUBPARTIDA NANDINA 3303.00.00 ELABORADAS POR LA EMPRESA YANBAL ECUADOR S.A. 
 	    
",15/05/2015,Dictamen 004-2015.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/Dictamen 004-2015.docx,5,Dictámenes
DICTAMEN N° 003 - 2015,"EMITIDO CONFORME AL ARTÍCULO 23 DEL TRATADO DE CREACIÓN DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, POR SUPUESTO INCUMPLIMIENTO DE LAS RESOLUCIONES 1719 Y 1738 DE LA SGCAN POR PARTE DE LA REPÚBLICA DEL PERÚ, AL NO HABER LEVANTADO LAS GARANTÍAS A LAS MERCANCÍAS CLASIFICADAS EN LA SUBPARTIDA NANDINA 6401.92.00 ELABORADAS POR LA EMPRESA PLASTICAUCHO INDUSTRIAL S.A.",15/05/2015,Dictamen 003-2015.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/Dictamen 003-2015.docx,5,Dictámenes
