Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 104,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO DE LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA SODA CAUSTICA,17/02/1978,RES104.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES104.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 105,SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO DE LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA SEMILLAS DE GIRASOL,20/02/1978,RES105.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES105.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 106,"SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO DE LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA LA IMPORTACION DE ALGODON DE FIBRA MEDIA, VARIEDAD ACALÁ",21/02/1978,RES106.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES106.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 127,MODELOS DE CERTIFICADO ZOOSANITARIO Y DE PERMISOS FITOSANITARIO Y ZOOSANITARIO,24/02/1978,DEC127.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC127.doc,1,Decisiones
DECISIÓN N° 126,PROYECTOS ANDINOS DE DESARROLLO TECNOLÓGICO EN EL AREA DE LOS ALIMENTOS,24/02/1978,DEC126.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC126.doc,4,Decisiones
RESOLUCIÓN N° 107,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA LA IMPORTACION DE CEBADA CERVECERA,24/02/1978,RES107.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES107.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 108,AMPLIACION DEL PLAZO PARA LA ENTREGA DE LA INFORMACION TECNICO-ECONOMICA DE LOS PRODUCTOS ASIGNADOS EN LA DECISION 91,2/03/1978,RES108.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES108.pdf,6,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 109,MODIFICACION DEL ANEXO DE LA RESOLUCION 108 DE LA JUNTA,10/03/1978,RES109.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES109.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 112,REVOCA RESOLUCION 111,12/04/1978,RES112.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES112.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 113,SOLICITUD DEL GOBIERNO DE VENEZUELA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA VARIOS PRODUCTOS,14/04/1978,RES113.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES113.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 110,"AMPLIACION DE PLAZO PARA INICIO DE PRODUCCION DE MAQUINAS DE FORJA, UNIDAD ASIGNADA A COLOMBIA EN LA DECISION 57",15/04/1978,RES110.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES110.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 130,MODIFICACIÓN AL PROGRAMA SECTORIAL DE DESARROLLO DE LA INDUSTRIA PETROQUÍMICA,21/04/1978,DEC130.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC130.doc,2,Decisiones
DECISIÓN N° 129,AMPLIACIÓN DE LOS PLAZOS ESTABLECIDOS EN LOS ARTÍCULOS 5 Y 6 DE LA DECISIÓN 57,21/04/1978,DEC129.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC129.doc,1,Decisiones
DECISIÓN N° 128,PROPOSICIÓN PARA LA SUSCRIPCIÓN DE UN PROTOCOLO ADICIONAL AL ACUERDO DE CARTAGENA,21/04/1978,DEC128.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC128.doc,3,Decisiones
RESOLUCIÓN N° 111,"SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA MAQUINAS Y APARATOS PARA LA PREPARACION DE CARNES, PESCADOS, CRUSTACEOS Y MOLUSCOS Y FRUTAS, LEGUMBRES Y VERDURAS",23/04/1978,RES111.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES111.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 115,APLICACION DEL ARTICULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DEL ECUADOR,25/04/1978,RES115.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES115.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 114,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN PARA VARIOS PRODUCTOS,25/04/1978,RES114.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES114.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 116,ADICIONA EL ANEXO DE LA RESOLUCION 108,4/05/1978,RES116.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES116.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
