Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
DECISIÓN N° 280,PRESUPUESTO DEL TRIBUNAL DE JUSTICIA DEL ACUERDO DE CARTAGENA PARA EL AÑO 1991,3/04/1991,DEC280.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC280.doc,4,Decisiones
DECISIÓN N° 279,PRESUPUESTO DE LA JUNTA PARA EL AÑO 1991,3/04/1991,DEC279.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC279.doc,5,Decisiones
DECISIÓN N° 294,MODIFICACIÓN A LA DECISIÓN 279,4/04/1991,DEC294.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC294.doc,1,Decisiones
DECISIÓN N° 293,NORMAS ESPECIALES PARA LA CALIFICACIÓN DEL ORIGEN DE LAS MERCANCÍAS,4/04/1991,DEC293.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC293.doc,15,Decisiones
DECISIÓN N° 292,RÉGIMEN UNIFORME PARA EMPRESAS MULTINACIONALES ANDINAS,4/04/1991,DEC292.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC292.doc,6,Decisiones
DECISIÓN N° 291,"RÉGIMEN COMÚN DE TRATAMIENTO A LOS CAPITALES EXTRANJEROS Y SOBRE MARCAS, PATENTES, LICENCIAS Y REGALÍAS",4/04/1991,DEC291.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC291.doc,8,Decisiones
DECISIÓN N° 290,PÓLIZA ANDINA DE SEGURO DE RESPONSABILIDAD CIVIL PARA EL TRANSPORTADOR INTERNACIONAL POR CARRETERA,4/04/1991,DEC290.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC290.doc,12,Decisiones
DECISIÓN N° 289,TRANSPORTE INTERNACIONAL DE PASAJEROS POR CARRETERA,4/04/1991,DEC289.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC289.doc,13,Decisiones
DECISIÓN N° 288,"LIBERTAD DE ACCESO A LA CARGA ORIGINADA Y DESTINADA, POR VÍA MARÍTIMA, DENTRO DE LA SUBREGIÓN",4/04/1991,DEC288.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC288.doc,2,Decisiones
DECISIÓN N° 287,COMERCIO INTRASUBREGIONAL CON RELACIÓN A LA EPIDEMIA DEL CÓLERA,4/04/1991,DEC287.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC287.doc,2,Decisiones
DECISIÓN N° 286,MODIFICACIONES A LA NANDINA,4/04/1991,DEC286.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC286.doc,1,Decisiones
DECISIÓN N° 285,NORMAS PARA PREVENIR O CORREGIR LAS DISTORSIONES EN LA COMPETENCIA GENERADAS POR PRÁCTICAS RESTRICTIVAS DE LA LIBRE COMPETENCIA,4/04/1991,DEC285.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC285.doc,6,Decisiones
DECISIÓN N° 284,NORMAS PARA PREVENIR O CORREGIR LAS DISTORSIONES EN LA COMPETENCIA GENERADAS POR RESTRICCIONES A LAS EXPORTACIONES,4/04/1991,DEC284.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC284.doc,5,Decisiones
DECISIÓN N° 283,NORMAS PARA PREVENIR O CORREGIR LAS DISTORSIONES EN LA COMPETENCIA GENERADAS POR PRÁCTICAS DE DUMPING O SUBSIDIOS,4/04/1991,DEC283.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC283.doc,9,Decisiones
DECISIÓN N° 282,ARMONIZACIÓN DE FRANQUICIAS ARANCELARIAS,4/04/1991,DEC282.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC282.doc,6,Decisiones
DECISIÓN N° 281,INSTRUMENTACIÓN DE LA PROFUNDIZACIÓN DEL DISEÑO ESTRATÉGICO EN EL SECTOR COMERCIO,4/04/1991,DEC281.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC281.doc,3,Decisiones
DECISIÓN N° 296,PROGRAMA DE INTEGRACIÓN INDUSTRIAL PETROQUÍMICO,27/05/1991,DEC296.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC296.doc,15,Decisiones
DECISIÓN N° 295,INCLUSIÓN DE LA CORPORACIÓN FINANCIERA HOLANDESA (FMO) EN LA NÓMINA DE ENTIDADES CON OPCIÓN AL TRATAMIENTO DE CAPITAL NEUTRO PARA SUS INVERSIONES,27/05/1991,DEC295.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC295.doc,1,Decisiones
RESOLUCIÓN N° 300,SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO DE LA APLICACIÓN DEL ARTÍCULO 79A DEL ACUERDO DE CARTAGENA,5/06/1991,RES300.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES300.doc,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 299,"SOLICITUD DEL GOBIERNO DEL PERÚ, RESPECTO A LA APLICACIÓN DEL ARTÍCULO 79 DEL ACUERDO DE CARTAGENA",5/06/1991,RES299.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES299.doc,6,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 300,PROGRAMA DE INTEGRACIÓN INDUSTRIAL METALMECÁNICO,12/06/1991,DEC300.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC300.doc,6,Decisiones
DECISIÓN N° 299,PROGRAMA DE INTEGRACIÓN INDUSTRIAL SIDERÚRGICO,12/06/1991,DEC299.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC299.doc,20,Decisiones
DECISIÓN N° 298,UBICACIÓN DE LOS PRODUCTOS DE LA DEROGADA DECISIÓN 120,12/06/1991,DEC298.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC298.doc,3,Decisiones
DECISIÓN N° 297,INTEGRACIÓN DEL TRANSPORTE AÉREO EN LA SUBREGIÓN ANDINA,12/06/1991,DEC297.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC297.doc,6,Decisiones
RESOLUCIÓN N° 302,SOLICITUD DE RECONSIDERACIÓN DE LA RESOLUCIÓN 300,10/07/1991,RES302.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES302.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 301,SOLICITUD DE RECONSIDERACIÓN DE LA RESOLUCIÓN 299,10/07/1991,RES301.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES301.doc,4,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 304,REUNIONES SECTORIALES DE LA COMISIÓN A NIVEL MINISTERIAL,24/07/1991,DEC304.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC304.doc,3,Decisiones
DECISIÓN N° 303,DEROGACIÓN DE LA DECISIÓN 162 Y UBICACIÓN DE LOS PRODUCTOS DE LA INDUSTRIA DE FERTILIZANTES,24/07/1991,DEC303.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC303.doc,3,Decisiones
DECISIÓN N° 302,"DEFINICIÓN DEL PROGRAMA DE LIBERACIÓN Y EL ARANCEL EXTERNO MÍNIMO COMÚN, CORRESPONDIENTE A LOS PRODUCTOS QUE PERTENECIERON A LA NÓMINA DE RESERVA",24/07/1991,DEC302.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC302.doc,2,Decisiones
DECISIÓN N° 301,INSTRUMENTACIÓN DE LA PROFUNDIZACIÓN DE LA INTEGRACIÓN ANDINA EN EL SECTOR COMERCIO,24/07/1991,DEC301.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC301.doc,3,Decisiones
RESOLUCIÓN N° 305,"SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSIÓN DEL ARANCEL EXTERNO COMÚN DE LA PARTIDA NANDINA 2903.21.00, CLORURO DE VINILO (CLOROETILENO)",6/08/1991,RES305.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES305.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 304,"ACTUALIZACION DE LA NOMINA DE PRODUCTOS NO PRODUCIDOS PARA EFECTOS DE LA APLICACION DEL ARTÍCULO 65 DEL ACUERDO, EN LO QUE SE REFIERE A ARANCEL EXTERNO MINIMO COMUN",6/08/1991,RES304.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES304.pdf,8,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 303,"SOLICITUD DEL GOBIERNO DE COLOMBIA PARA LA APLICACIÓN DE DERECHOS ANTIDUMPING A LA IMPORTACIÓN DE MOTORES MONOFÁSICOS DE MÁS DE 1 HP Y HASTA 10 HP, Y MOTORES POLIFÁSICOS DE HASTA 10 HP, PROCEDENTES DE VENEZUELA",6/08/1991,RES303.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES303.doc,4,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 309,MODIFICACIÓN DE LOS NIVELES DEL ARANCEL EXTERNO MÍNIMO COMÚN,11/09/1991,DEC309.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC309.doc,2,Decisiones
DECISIÓN N° 308,MODIFICACIÓN DE LA DECISIÓN 303: DEROGACIÓN DE LA DECISIÓN 162 Y UBICACIÓN DE LOS PRODUCTOS DE LA INDUSTRIA DE FERTILIZANTES,11/09/1991,DEC308.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC308.doc,2,Decisiones
DECISIÓN N° 307,"MODIFICACIÓN DE LA DECISIÓN 302: DEFINICIÓN DEL PROGRAMA DE LIBERACIÓN Y EL ARANCEL EXTERNO MÍNIMO COMÚN, CORRESPONDIENTES A LOS PRODUCTOS QUE PERTENECIERON A LA NÓMINA DE RESERVA",11/09/1991,DEC307.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC307.doc,2,Decisiones
DECISIÓN N° 306,MODIFICACIÓN A LA DECISIÓN 300: PROGRAMA DE INTEGRACIÓN INDUSTRIAL METALMECÁNICO,11/09/1991,DEC306.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC306.doc,1,Decisiones
DECISIÓN N° 305,MODIFICACIÓN DEL ANEXO DE LA DECISIÓN 273,11/09/1991,DEC305.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC305.doc,2,Decisiones
RESOLUCIÓN N° 306,REQUISITO ESPECÍFICO DE ORIGEN PARA LA PELÍCULA DE POLIPROPILENO BIORIENTADO,11/09/1991,RES306.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES306.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 307,SUSPENSIÓN DE REQUISITOS ESPECÍFICOS DE ORIGEN,13/09/1991,RES307.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES307.pdf,10,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 308,APLICACIÓN DEL ARTÍCULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DE BOLIVIA,20/09/1991,RES308.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES308.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 309,"SOLICITUD DE LA EMPRESA SIDERPERU PARA LA APLICACIÓN DE DERECHOS ANTIDUMPING A LA IMPORTACIÓN DE PRODUCTOS SIDERÚRGICOS, PROCEDENTES DE VENEZUELA",24/10/1991,RES309.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES309.doc,4,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 310,"SOLICITUD DEL GOBIERNO DE COLOMBIA RESPECTO A LA SUSPENSIÓN DEL ARANCEL EXTERNO COMÚN DE LA SUBPARTIDA NANDINA 7209.14.00  PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO SIN ALEAR, DE ANCHURA  SUPERIOR O IGUAL A 600 MM, ENROLLADOS SIMPLEMENTE LAMINADOS",13/11/1991,RES310.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES310.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DICTAMEN N° 10-91,DICTAMEN No 10-91,22/11/1991,Dictamen No 10-91.pdf,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/Dictamen No 10-91.pdf,4,Dictámenes
RESOLUCIÓN N° 311,APLICACIÓN DE MEDIDAS PROVISIONALES PARA LAS IMPORTACIONES DE PRODUCTOS SIDERÚRGICOS PROCEDENTES DE VENEZUELA,22/11/1991,RES311.doc,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES311.doc,4,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 311,RÉGIMEN COMÚN SOBRE PROPIEDAD INDUSTRIAL,12/12/1991,DEC311.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC311.doc,26,Decisiones
DECISIÓN N° 310,PRÓRROGA DEL MANDATO DE MIEMBRO DE LA JUNTA,12/12/1991,DEC310.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC310.doc,1,Decisiones
RESOLUCIÓN N° 312,SOLICITUD DE RECONSIDERACIÓN DE LA RESOLUCIÓN 308,20/12/1991,RES312.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES312.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
