Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 891,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2005, CORRESPONDIENTES A LA CIRCULAR N° 236 DEL 4 DE ENERO DE 2005",4/01/2005,RESo891.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo891.doc,3,Resoluciones
RESOLUCIÓN N° 892,"SOLICITUD DE LA CONFEDERACIÓN NACIONAL DE PALMICULTORES Y EMPRESAS DE PALMA ACEITERA DEL PERÚ Y DE LAS EMPRESAS INDUSTRIAL DEL ESPINO S.A., INDUSTRIAL ALPAMAYO S.A., ALICORP S.A. Y UCISA S.A. “… SOBRE APLICACIÓN DE MEDIDAS PARA CORREGIR PERJUICIOS CAUSADOS POR PRÁCTICAS RESTRICTIVAS A LA LIBRE COMPETENCIA”, PRESENTADA AL AMPARO DE LA DECISIÓN 285",14/01/2005,RESo892.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo892.doc,9,Resoluciones
RESOLUCIÓN N° 893,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2005, CORRESPONDIENTES A LA CIRCULAR N° 237 DEL 18 DE ENERO DE 2005",19/01/2005,RESo893.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo893.doc,3,Resoluciones
RESOLUCIÓN N° 895,CALIFICACIÓN DE LA TASA POR LA PRESTACIÓN DEL SERVICIO DE INSPECCIÓN FITOSANITARIA APLICADA POR LA REPÚBLICA DEL ECUADOR COMO GRAVAMEN PARA LOS EFECTOS DEL PROGRAMA DE LIBERACIÓN,28/01/2005,RESo895.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo895.doc,6,Resoluciones
RESOLUCIÓN N° 894,"RETIRO DEL REGISTRO SUBREGIONAL DE NORMAS SANITARIAS Y FITOSANITARIAS DEL ACUERDO MINISTERIAL DEL ECUADOR Nº 157 DEL 23 DE JULIO DE 1997, QUE RESTRINGE LA INTRODUCCIÓN DE PAPA PARA SEMILLA Y USO INDUSTRIAL, PROCEDENTE DE COLOMBIA",28/01/2005,RESo894.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo894.doc,4,Resoluciones
RESOLUCIÓN N° 901,SOLICITUD DEL GOBIERNO DE COLOMBIA PARA EL DIFERIMIENTO ARANCELARIO PARA ALGUNOS BIENES DEL SECTOR AGRÍCOLA,4/02/2005,RESo901.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo901.doc,4,Resoluciones
RESOLUCIÓN N° 900,"RECURSO DE RECONSIDERACIÓN PRESENTADO POR LAS EMPRESAS PERUANAS INDUSTRIAS DEL ESPINO S.A., INDUSTRIAL ALPAMAYO S.A., ALICORP S.A.A. Y UCISA S.A. CONTRA LA RESOLUCIÓN 844",4/02/2005,RESo900.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo900.doc,6,Resoluciones
RESOLUCIÓN N° 899,"DICTAMEN Nº 01-2005 DE INCUMPLIMIENTO POR PARTE DE LA REPÚBLICA DE VENEZUELA A LOS ARTÍCULOS 39 Y 86 DEL ACUERDO DE CARTAGENA, 4 DEL TRATADO CONSTITUTIVO DEL TRIBUNAL DE JUSTICIA DE LA COMUNIDAD ANDINA, 2 DE LA DECISIÓN 282, Y LAS DECISIONES 370 Y 371, AL OTORGAR FRANQUICIA ARANCELARIA A LA IMPORTACIÓN DE BIENES PARA SATISFACER PLANES DE ABASTECIMIENTO DE ALIMENTOS, MODIFICANDO UNILATERALMENTE EL ARANCEL EXTERNO COMÚN E INAPLICANDO EL SISTEMA ANDINO DE FRANJAS DE PRECIOS",4/02/2005,RESo899.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo899.doc,9,Resoluciones
RESOLUCIÓN N° 898,"CALIFICACIÓN DEL DERECHO AD-VALÓREM DEL 15 POR CIENTO A LAS IMPORTACIONES DE GUARNICIONES PARA FRENOS, PROCEDENTES Y ORIGINARIAS DE COLOMBIA, CLASIFICADAS EN LA SUBPARTIDA ARANCELARIA NANDINA 6813.10.00, APLICADO POR LA REPÚBLICA DEL ECUADOR COMO GRAVAMEN PARA LOS EFECTOS DEL PROGRAMA DE LIBERACIÓN DEL ACUERDO DE CARTAGENA",4/02/2005,RESo898.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo898.doc,5,Resoluciones
RESOLUCIÓN N° 897,"CALIFICACIÓN DE LA SUSPENSIÓN POR PARTE DE LA REPÚBLICA DEL ECUADOR A LAS IMPORTACIONES DE SAL CLASIFICADAS EN LAS SUBPARTIDAS ARANCELARIAS NANDINA 2501.00.11, 2501.00.19 Y 2501.00.90 ORIGINARIAS DE LOS PAÍSES MIEMBROS DE LA COMUNIDAD ANDINA COMO RESTRICCIÓN A LOS EFECTOS DEL PROGRAMA DE LIBERACIÓN",4/02/2005,RESo897.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo897.doc,7,Resoluciones
RESOLUCIÓN N° 896,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2005, CORRESPONDIENTES A LA CIRCULAR N° 238 DEL 2 DE FEBRERO DE 2005",4/02/2005,RESo896.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo896.doc,3,Resoluciones
RESOLUCIÓN N° 902,"RECURSO DE RECONSIDERACIÓN INTERPUESTO POR LA REPÚBLICA DE COLOMBIA CONTRA LA RESOLUCIÓN 861 DE LA SECRETARÍA GENERAL, QUE DICTAMINÓ EL INCUMPLIMIENTO POR LA APLICACIÓN DE PRECIOS ESTIMADOS A LAS IMPORTACIONES DE CALZADO ORIGINARIO DEL ECUADOR",7/02/2005,RESo902.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo902.doc,6,Resoluciones
RESOLUCIÓN N° 903,PRONUNCIAMIENTO SOBRE LA SOLICITUD DEL GOBIERNO DE COLOMBIA DE INCLUSIÓN EN LA RESOLUCIÓN 284 DE LA JUNTA DEL ACUERDO DE CARTAGENA DE LA SUBPARTIDA 2503.00.00,18/02/2005,RESo903.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo903.doc,5,Resoluciones
RESOLUCIÓN N° 904,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2005, CORRESPONDIENTES A LA CIRCULAR N° 239 DEL 18 DE FEBRERO DE 2005",21/02/2005,RESo904.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo904.doc,3,Resoluciones
