Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
DECISIÓN N° 070,CONDICIONES PARA LA ADHESIÓN DE VENEZUELA AL ACUERDO,13/02/1973,DEC070.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC070.doc,10,Decisiones
RESOLUCIÓN N° 008,SOLICITUD DEL GOBIERNO DE CHILE SOBRE SUSPENSION TRANSITORIA GRAVAMENES DEL AEMC PARA SEMILLAS Y FRUTOS DE SOJA (SOYA),23/03/1973,RES008.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES008.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 009,SUSPENDE EFECTOS RESOLUCION 1,26/03/1973,RES009.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES009.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 072,MODIFICACIÓN DEL REGLAMENTO DEL CAES,1/06/1973,DEC072.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC072.doc,2,Decisiones
DECISIÓN N° 071,CREACIÓN DEL CONSEJO DE INTEGRACIÓN FÍSICA,1/06/1973,DEC071.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC071.doc,1,Decisiones
RESOLUCIÓN N° 010,PRORROGA EFECTOS DE LA RESOLUCION 9,20/06/1973,RES010.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES010.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 011,SUSTITUYE EL ANEXO DE LA RESOLUCION 5,17/07/1973,RES011.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES011.pdf,5,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 056A,MODIFICACION DEL ARTICULO 22 DE LA DECISION 049,20/07/1973,DEC056A.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC056A.doc,1,Decisiones
RESOLUCIÓN N° 012,SUSPENSION TRANSITORIA DEL AEMC A CAJAS DE CARTON CORRUGADO,23/07/1973,RES012.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES012.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 013,SOLICITUD DEL GOBIERNO DE COLOMBIA,24/08/1973,RES013.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES013.pdf,4,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 007A,ADICION A LA DECISION 7,5/10/1973,DEC007A.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC007A.doc,1,Decisiones
RESOLUCIÓN N° 014,SOLICITUD DEL GOBIERNO DE CHILE RESPECTO DE CEBADA Y MAIZ EN GRANO,22/10/1973,RES014.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES014.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 075,ACLARA EL ALCANCE DEL ÍTEM 90.16.01.02 DE LA NABANDINA,30/11/1973,DEC075.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC075.doc,1,Decisiones
DECISIÓN N° 074,MODIFICACIONES AL REGLAMENTO DEL CAES,30/11/1973,DEC074.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC074.doc,1,Decisiones
DECISIÓN N° 073,PRESUPUESTO DE LA JUNTA PARA 1974,30/11/1973,DEC073.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC073.doc,3,Decisiones
RESOLUCIÓN N° 015,SOLICITUD DEL GOBIERNO DE CHILE RESPECTO A LA SUSPENSION DEL ARANCEL EXTERNO MINIMO COMUN A DIAMANTES INDUSTRIALES,5/12/1973,RES015.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES015.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 016,PRORROGA EFECTOS RESOLUCIONES 9 Y 10,28/12/1973,RES016.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES016.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
