Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1395,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2011, CORRESPONDIENTES A LA CIRCULAR N° 380 DEL 10 DE ENERO DE 2011",11/01/2011,RESo1395.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1395.doc,3,Resoluciones
RESOLUCIÓN N° 1396,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2011, CORRESPONDIENTES A LA CIRCULAR N° 381 DEL 19 DE ENERO DE 2011",21/01/2011,RESo1396.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1396.doc,3,Resoluciones
RESOLUCIÓN N° 1397,CONSOLIDADO DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN Y DE LA NÓMINA DE PRODUCCIÓN EXCLUSIVA DEL PERÚ,28/01/2011,RESo1397.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1397.doc,70,Resoluciones
RESOLUCIÓN N° 1398,CRITERIO VINCULANTE DE CLASIFICACIÓN ARANCELARIA EN LA NOMENCLATURA COMÚN - NANDINA DE UNA DETERMINADA AMBULANCIA,7/02/2011,RESo1398.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1398.doc,4,Resoluciones
RESOLUCIÓN N° 1399,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2011, CORRESPONDIENTES A LA CIRCULAR N° 382 DEL 3 DE FEBRERO DE 2011",9/02/2011,RESo1399.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1399.doc,3,Resoluciones
RESOLUCIÓN N° 1400,CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2011,14/02/2011,RESo1400.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1400.doc,3,Resoluciones
RESOLUCIÓN N° 1401,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2011, CORRESPONDIENTES A LA CIRCULAR N° 383 DEL 18 DE FEBRERO DE 2011",18/02/2011,RESo1401.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1401.doc,3,Resoluciones
RESOLUCIÓN N° 1402,"AUTORIZACIÓN A LA REPÚBLICA DE COLOMBIA PARA LA SUSPENSIÓN TEMPORAL DEL INGRESO DE EQUINOS PROCEDENTES DE WEST SUSSEX - INGLATERRA, DEBIDO A LA PRESENCIA DE ARTERITIS VIRAL EQUINA",22/02/2011,RESo1402.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1402.doc,3,Resoluciones
RESOLUCIÓN N° 1403,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE MARZO DE 2011, CORRESPONDIENTES A LA CIRCULAR N° 384 DEL 7 DE MARZO DE 2011",9/03/2011,RESo1403.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1403.doc,3,Resoluciones
RESOLUCIÓN N° 1404,"MEDIDAS DE EMERGENCIA APLICADAS POR LA REPÚBLICA DE COLOMBIA POR LAS CUALES SE SUSPENDE TEMPORALMENTE EL INGRESO DE AVES DE CORRAL Y PRODUCTOS DE RIESGO QUE SEAN SUSCEPTIBLES DE TRANSMITIR LA INFLUENZA AVIAR PROCEDENTES DEL ESTADO DE MECKLENBURGO - POMERANIA OCCIDENTAL, ALEMANIA, Y DE LA PROVINCIA DE MANITOBA, CANADÁ, DEBIDO A LA PRESENCIA DE UN FOCO POSITIVO DE INFLUENZA AVIAR",11/03/2011,RESo1404.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESo1404.doc,4,Resoluciones
