Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 1642,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2014, CORRESPONDIENTES A LA CIRCULAR N° 452 DEL 13 ENERO DE 2014",13/01/2014,RESO 1642.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1642.docx,2,Resoluciones
RESOLUCIÓN N° 1644,"PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2014, CORRESPONDIENTES A LA CIRCULAR N° 453 DEL 22 DE ENERO DE 2014",22/01/2014,RESO 1644.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1644.docx,2,Resoluciones
RESOLUCIÓN N° 1643,RUTAS Y PLAZOS AUTORIZADOS PARA EL TRÁNSITO ADUANERO COMUNITARIO DEL ESTADO PLURINACIONAL DE BOLIVIA,22/01/2014,RESO 1643.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1643.docx,19,Resoluciones
RESOLUCIÓN N° 1645,CRITERIO VINCULANTE DE CLASIFICACIÓN ARANCELARIA EN LA NOMENCLATURA COMÚN - NANDINA DEL PRODUCTO DENOMINADO “PAÑITOS HÚMEDOS JOHNSON´S (VER FE DE ERRATAS DE LA RESOLUCIÓN 1645 EN LA GACETA 3306 DEL 05 DE JUNIO DE 2018),29/01/2014,RESO 1645.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1645.doc,5,Resoluciones
RESOLUCIÓN N° 1646,DESIGNACIÓN DE DIRECTOR GENERAL,1/02/2014,RESO 1646.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1646.docx,1,Resoluciones
RESOLUCIÓN N° 1647,"APLICACIÓN POR PARTE DE LA REPÚBLICA DE COLOMBIA DE MEDIDAS CORRECTIVAS A IMPORTACIONES DE LACTOSUERO; PAPA FRESCA, PREFRITA Y CONGELADA; PERA; ARVEJA; QUESO FRESCO; TOMATE; LECHE EN POLVO; FRIJOL  Y CEBOLLA; PROVENIENTE DE LOS PAÍSES MIEMBROS, INVOCANDO EL ARTÍCULO 97 DEL ACUERDO DE CARTAGENA",4/02/2014,RESO 1647.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1647.doc,34,Resoluciones
RESOLUCIÓN N° 1648,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,5/02/2014,RESO 1648.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1648.docx,2,Resoluciones
RESOLUCIÓN N° 1650,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,6/02/2014,RESO 1650.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1650.doc,3,Resoluciones
RESOLUCIÓN N° 1649,ACTUALIZACIÓN DE LA NÓMINA DE BIENES NO PRODUCIDOS EN LA SUBREGIÓN,6/02/2014,RESO 1649.doc,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESO 1649.doc,2,Resoluciones
DICTAMEN N° 001-2014,"SOBRE EL RECLAMO DE LA REPÚBLICA DE PERÚ POR SUPUESTO INCUMPLIMIENTO DEL ARTÍCULO 11 DE LA DECISIÓN 562 (DIRECTRICES PARA LA ELABORACIÓN ADOPCIÓN Y APLICACIÓN DE REGLAMENTOS TÉCNICOS), EL ARTÍCULO 2 DE LA DECISIÓN 615 (SISTEMA DE INFORMACIÓN DE NOTIFICACIÓN Y REGLAMENTACIÓN TÉCNICA) Y EL ARTÍCULO 7 DE LA DECISIÓN 419 MODIFICACIÓN DE LA DECISIÓN 376 (SISTEMA ANDINO DE NORMALIZACIÓN, ACREDITACIÓN, ENSAYOS, CERTIFICACIÓN, REGLAMENTOS TÉCNICOS Y METROLOGÍA) POR PARTE DE LA REPÚBLICA DEL ECUADOR, A TRAVÉS DE LA APLICACIÓN DE LA NORMA TÉCNICA ECUATORIANA OBLIGATORIA NTE INEN 807-2:2010 SEGUNDA REVISIÓN SOBRE PILAS ELÉCTRICAS. PARTE 2. ESPECIFICACIONES FÍSICAS Y ELÉCTRICAS QUE REQUIERE BAJO LA RESOLUCIÓN N° 001-2013-CIMC, QUE LOS CERTIFICADOS DE CONFORMIDAD SEAN EMITIDOS POR UN ORGANISMO DE ACREDITACIÓN ECUATORIANA O RECONOCIDOS POR EL MINISTERIO DE INDUSTRIAS Y PRODUCTIVIDAD DEL ECUADOR.",7/02/2014,Dictamen 01-2014.docx,https://www.comunidadandina.org/DocOficialesFiles/Dictamenes/Dictamen 01-2014.docx,14,Dictámenes
