Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 2372,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE ENERO DE 2024,8/01/2024,RESOLUCION2372.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2372.docx,2,Resoluciones
RESOLUCIÓN N° 2371,MODIFICACIÓN DE LA RESOLUCIÓN N° 2313 (CALENDARIO DE DÍAS HÁBILES DE LA SECRETARÍA GENERAL PARA EL AÑO 2023 Y HORARIO DE ATENCIÓN DE LA MESA DE PARTES Y AL PÚBLICO),8/01/2024,RESOLUCION2371.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCION2371.docx,2,Resoluciones
DECISIÓN N° 922,ACCIONES CONJUNTAS URGENTES PARA LA LUCHA CONTRA LA DELINCUENCIA ORGANIZADA TRANSNACIONAL,21/01/2024,DECISION922.pdf,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DECISION922.pdf,24,Decisiones
RESOLUCIÓN N° 2373,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE FEBRERO DE 2024.,23/01/2024,RESOLUCIONN°2373.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2373.docx,2,Resoluciones
RESOLUCION N° 2374,ESTRUCTURA ORGÁNICO-FUNCIONAL DE LA SECRETARÍA GENERAL DE LA COMUNIDAD ANDINA,26/01/2024,RESOLUCIONN°2374.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2374.docx,3,Resoluciones
RESOLUCIÓN N° 2375,PLAN OPERATIVO ANUAL (POA) 2024 DEL PROGRAMA ESTADÍSTICO COMUNITARIO 2018-2022 EXTENDIDO HASTA EL 2025,1/02/2024,RESOLUCIONN°2375.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2375.docx,7,Resoluciones
RESOLUCIÓN N°2376,MODIFICACIÓN DE LA RESOLUCIÓN 2367 “PRECIOS PISO Y TECHO Y TABLAS ADUANERAS DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA EL PERÍODO ABRIL DE 2024 – MARZO DE 2025”,2/02/2024,RESOLUCIONN°2376.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2376.docx,4,Resoluciones
RESOLUCIÓN N° 2377,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA SEGUNDA QUINCENA DE FEBRERO DE 2024.,6/02/2024,RESOLUCIONN°2377.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2377.docx,2,Resoluciones
RESOLUCIÓN N° 2379,MODIFICACIÓN DE LA RESOLUCIÓN 1545 – MODIFICACIÓN DEL REGISTRO EN LA LISTA ANDINA SATELITAL DEL SATÉLITE INMARSAT-KA.,21/02/2024,RESOLUCIONN°2379.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2379.docx,4,Resoluciones
RESOLUCIÓN N° 2378,PRECIOS DE REFERENCIA DEL SISTEMA ANDINO DE FRANJAS DE PRECIOS PARA LA PRIMERA QUINCENA DE MARZO DE 2024.,21/02/2024,RESOLUCIONN°2378.docx,https://www.comunidadandina.org/DocOficialesFiles/resoluciones/RESOLUCIONN°2378.docx,2,Resoluciones
